Bib,ID,11.1k,16.6k,20k,20.7k,Chip Time,Finish Time
23573,02397,0:58:30,0:32:08,0:18:44,0:03:36,2:02:48,2:02:48
21261,02398,0:56:36,0:32:44,0:19:45,0:03:48,2:02:50,2:02:50
21028,02399,0:58:37,0:31:43,0:18:35,0:03:41,2:02:51,2:02:51
21751,02400,0:57:59,0:31:35,0:19:50,0:03:51,2:02:51,2:02:51
21065,02401,0:54:56,0:36:43,0:18:16,0:03:43,2:02:54,2:02:54
23620,02402,0:56:32,0:31:50,0:20:09,0:03:55,2:02:56,2:02:56
21789,02403,0:50:13,0:34:37,0:24:35,0:04:29,2:02:58,2:02:58
23534,02404,0:56:32,0:31:48,0:20:12,0:03:52,2:02:59,2:02:59
20885,02405,0:57:53,0:31:32,0:19:40,0:03:47,2:03:00,2:03:00
20699,02406,0:59:01,0:32:27,0:18:19,0:03:30,2:03:06,2:03:06
21451,02407,0:57:14,0:32:43,0:19:47,0:03:47,2:03:08,2:03:08
20649,02408,0:58:13,0:31:58,0:19:30,0:03:58,2:03:11,2:03:11
21557,02409,0:57:58,0:31:54,0:19:11,0:04:04,2:03:11,2:03:11
20259,02410,0:56:52,0:32:40,0:19:47,0:03:53,2:03:12,2:03:12
21784,02411,0:55:20,0:31:58,0:22:06,0:03:52,2:03:15,2:03:15
21892,02412,0:57:28,0:32:56,0:20:06,0:03:40,2:03:15,2:03:15
21395,02413,0:56:41,0:32:18,0:21:02,0:04:01,2:03:17,2:03:17
20324,02414,0:55:13,0:31:27,0:22:15,0:04:58,2:03:17,2:03:17
21854,02415,0:59:11,0:31:16,0:19:13,0:03:47,2:03:17,2:03:17
21715,02416,0:55:09,0:33:52,0:21:22,0:04:23,2:03:26,2:03:26
23448,02417,0:57:10,0:32:22,0:19:56,0:03:48,2:03:26,2:03:26
20778,02418,0:56:12,0:32:03,0:19:36,0:05:17,2:03:27,2:03:27
20278,02419,0:57:52,0:31:31,0:19:40,0:04:01,2:03:27,2:03:27
20582,02420,0:56:10,0:33:41,0:21:42,0:04:16,2:03:28,2:03:28
23347,02421,0:57:41,0:32:25,0:19:51,0:03:53,2:03:28,2:03:28
21579,02422,0:58:28,0:33:12,0:18:24,0:03:42,2:03:28,2:03:28
23575,02423,0:58:56,0:31:41,0:18:58,0:03:57,2:03:31,2:03:31
20735,02424,0:58:58,0:31:38,0:18:58,0:03:56,2:03:32,2:03:32
20648,02425,0:58:29,0:31:33,0:19:15,0:04:07,2:03:32,2:03:32
23194,02426,0:59:57,0:31:16,0:19:13,0:03:42,2:03:33,2:03:33
21176,02427,0:57:11,0:32:19,0:19:12,0:03:35,2:03:37,2:03:37
21647,02428,1:01:17,0:31:10,0:17:39,0:03:26,2:03:40,2:03:40
20661,02429,0:59:26,0:31:24,0:18:50,0:03:35,2:03:45,2:03:45
21000,02430,0:57:39,0:32:59,0:19:43,0:03:48,2:03:46,2:03:46
20774,02431,0:56:08,0:35:02,0:19:31,0:03:45,2:03:49,2:03:49
21829,02432,1:00:17,0:34:08,0:16:57,0:02:52,2:03:54,2:03:54
20786,02433,0:55:39,0:34:30,0:20:52,0:04:03,2:03:56,2:03:56
20907,02434,0:59:44,0:30:57,0:18:24,0:03:37,2:03:58,2:03:58
21082,02435,0:59:12,0:32:52,0:18:34,0:03:26,2:04:00,2:04:00
20951,02436,0:53:51,0:34:53,0:22:00,0:04:16,2:04:02,2:04:02
21811,02437,0:59:00,0:32:17,0:19:26,0:03:39,2:04:03,2:04:03
23114,02438,0:59:00,0:32:18,0:19:25,0:03:39,2:04:03,2:04:03
21669,02439,0:57:41,0:32:20,0:20:57,0:03:36,2:04:07,2:04:07
20627,02440,1:02:32,0:30:19,0:18:09,0:03:31,2:04:08,2:04:08
20479,02441,0:58:35,0:31:43,0:19:48,0:03:50,2:04:11,2:04:11
21510,02442,0:58:58,0:32:02,0:19:31,0:03:36,2:04:12,2:04:12
21597,02443,0:56:23,0:33:29,0:20:40,0:04:05,2:04:12,2:04:12
21851,02444,0:59:40,0:31:11,0:19:26,0:03:47,2:04:13,2:04:13
23503,02445,0:56:22,0:33:29,0:20:41,0:04:04,2:04:13,2:04:13
21871,02446,0:59:40,0:31:11,0:19:27,0:03:47,2:04:13,2:04:13
20470,02447,0:57:50,0:32:33,0:20:11,0:03:52,2:04:25,2:04:25
20625,02448,0:55:31,0:32:52,0:22:29,0:03:58,2:04:28,2:04:28
21511,02449,0:59:17,0:31:57,0:19:14,0:03:45,2:04:28,2:04:28
20478,02450,0:59:11,0:32:49,0:18:36,0:03:42,2:04:29,2:04:29
20711,02451,0:59:29,0:31:09,0:19:05,0:03:52,2:04:32,2:04:32
23054,02452,0:59:30,0:31:09,0:19:06,0:03:51,2:04:32,2:04:32
20562,02453,0:58:41,0:32:34,0:19:28,0:03:39,2:04:34,2:04:34
20182,02454,0:59:39,0:31:37,0:19:15,0:03:30,2:04:35,2:04:35
23214,02455,0:57:13,0:33:45,0:20:09,0:03:56,2:04:38,2:04:38
23406,02456,0:57:13,0:33:19,0:20:44,0:04:16,2:04:38,2:04:38
23146,02457,0:58:41,0:32:36,0:19:27,0:03:42,2:04:39,2:04:39
20906,02458,0:59:37,0:32:08,0:19:13,0:03:56,2:04:40,2:04:40
20554,02459,0:56:59,0:32:45,0:20:20,0:04:22,2:04:42,2:04:42
21161,02460,0:57:49,0:31:57,0:21:07,0:04:05,2:04:51,2:04:51
20350,02461,0:57:03,0:33:01,0:20:30,0:04:12,2:04:52,2:04:52
21709,02462,1:06:10,0:28:02,0:16:41,0:03:33,2:04:56,2:04:56
20056,02463,0:58:16,0:33:15,0:20:00,0:03:54,2:04:57,2:04:57
23312,02464,0:59:08,0:32:59,0:19:39,0:03:44,2:04:59,2:04:59
23565,02465,0:59:04,0:31:46,0:19:38,0:03:52,2:05:02,2:05:02
20964,02466,0:57:32,0:32:53,0:20:37,0:03:51,2:05:06,2:05:06
20835,02467,0:56:12,0:32:13,0:21:52,0:04:35,2:05:06,2:05:06
23352,02468,0:55:31,0:33:34,0:21:33,0:04:40,2:05:11,2:05:11
21561,02469,0:58:29,0:32:58,0:20:02,0:04:15,2:05:12,2:05:12
21552,02470,0:55:51,0:34:23,0:21:26,0:04:02,2:05:14,2:05:14
23036,02471,0:56:25,0:33:29,0:21:19,0:04:13,2:05:14,2:05:14
23164,02472,0:59:12,0:33:38,0:19:09,0:03:36,2:05:14,2:05:14
23583,02473,0:58:18,0:32:53,0:20:23,0:04:06,2:05:17,2:05:17
23574,02474,0:58:17,0:34:28,0:19:18,0:03:28,2:05:18,2:05:18
21085,02475,0:58:10,0:32:45,0:19:42,0:04:03,2:05:19,2:05:19
21050,02476,0:57:12,0:32:04,0:21:26,0:04:15,2:05:23,2:05:23
23083,02477,0:59:16,0:32:11,0:19:29,0:03:52,2:05:23,2:05:23
20166,02478,1:00:30,0:30:57,0:19:19,0:04:00,2:05:32,2:05:32
21133,02479,0:58:00,0:32:58,0:20:43,0:04:04,2:05:33,2:05:33
23408,02480,0:57:55,0:32:59,0:20:34,0:03:53,2:05:33,2:05:33
20416,02481,0:57:05,0:34:21,0:20:34,0:04:29,2:05:37,2:05:37
21129,02482,0:58:57,0:31:12,0:19:16,0:04:03,2:05:37,2:05:37
21367,02483,0:53:37,0:35:00,0:23:27,0:04:39,2:05:40,2:05:40
20600,02484,0:58:43,0:32:14,0:20:33,0:03:59,2:05:42,2:05:42
23302,02485,0:57:01,0:32:01,0:21:33,0:04:30,2:05:44,2:05:44
23144,02486,0:57:59,0:33:22,0:20:55,0:03:56,2:05:49,2:05:49
21351,02487,0:57:55,0:32:59,0:20:34,0:04:13,2:05:51,2:05:51
20513,02488,1:01:47,0:31:29,0:19:15,0:03:35,2:05:52,2:05:52
21057,02489,0:58:48,0:32:32,0:19:22,0:04:22,2:05:55,2:05:55
23523,02490,0:58:48,0:32:31,0:19:50,0:03:55,2:05:57,2:05:57
20485,02491,0:59:01,0:32:28,0:19:41,0:04:02,2:05:59,2:05:59
21037,02492,0:56:10,0:33:46,0:21:59,0:04:21,2:06:01,2:06:01
20397,02493,1:00:30,0:32:37,0:19:24,0:03:42,2:06:10,2:06:10
20903,02494,0:57:13,0:36:30,0:20:23,0:03:33,2:06:16,2:06:16
23193,02495,0:58:51,0:32:46,0:20:47,0:04:05,2:06:18,2:06:18
21786,02496,0:55:51,0:31:53,0:24:23,0:04:34,2:06:20,2:06:20
20355,02497,0:58:37,0:33:54,0:19:44,0:03:50,2:06:20,2:06:20
20930,02498,0:58:50,0:32:47,0:20:46,0:04:04,2:06:23,2:06:23
23090,02499,0:58:37,0:33:53,0:19:45,0:03:50,2:06:23,2:06:23
23121,02500,0:59:34,0:32:56,0:19:57,0:03:56,2:06:24,2:06:24
20270,02501,0:59:34,0:32:56,0:19:56,0:03:57,2:06:25,2:06:25
21578,02502,1:01:33,0:32:54,0:19:02,0:03:47,2:06:25,2:06:25
20836,02503,1:01:00,0:32:30,0:19:24,0:03:39,2:06:27,2:06:27
21059,02504,0:48:19,0:30:02,0:34:36,0:05:18,2:06:31,2:06:31
20706,02505,1:01:39,0:32:50,0:18:49,0:03:13,2:06:32,2:06:32
20404,02506,1:00:46,0:32:44,0:18:52,0:03:41,2:06:33,2:06:33
20160,02507,1:00:42,0:32:34,0:19:13,0:03:43,2:06:34,2:06:34
20604,02508,0:57:20,0:34:17,0:21:15,0:03:50,2:06:35,2:06:35
21468,02509,1:00:42,0:32:34,0:19:13,0:03:42,2:06:35,2:06:35
20432,02510,0:58:54,0:32:27,0:20:41,0:04:15,2:06:35,2:06:35
20371,02511,1:01:10,0:33:36,0:18:17,0:03:18,2:06:37,2:06:37
20933,02512,0:57:53,0:33:27,0:21:08,0:04:04,2:06:37,2:06:37
23529,02513,0:56:51,0:34:14,0:21:39,0:04:30,2:06:40,2:06:40
21580,02514,0:56:51,0:34:14,0:21:39,0:04:29,2:06:40,2:06:40
20614,02515,0:57:13,0:33:38,0:21:58,0:04:18,2:06:41,2:06:41
20050,02516,1:01:36,0:32:39,0:18:43,0:03:34,2:06:41,2:06:41
20287,02517,0:56:44,0:34:41,0:21:17,0:04:13,2:06:41,2:06:41
23186,02518,0:58:51,0:33:35,0:20:13,0:03:56,2:06:42,2:06:42
20948,02519,0:59:39,0:33:27,0:20:08,0:03:52,2:06:46,2:06:46
23099,02520,0:59:19,0:33:38,0:20:16,0:03:53,2:06:49,2:06:49
21541,02521,0:59:16,0:33:55,0:19:55,0:03:38,2:06:49,2:06:49
23375,02522,0:59:29,0:32:38,0:20:48,0:04:00,2:06:50,2:06:50
23299,02523,1:00:56,0:32:24,0:19:13,0:03:37,2:06:50,2:06:50
20052,02524,0:57:30,0:35:10,0:21:07,0:04:09,2:06:53,2:06:53
23260,02525,0:57:42,0:33:10,0:21:33,0:04:32,2:06:54,2:06:54
20516,02526,0:57:47,0:34:32,0:21:21,0:03:52,2:06:57,2:06:57
23644,02527,1:01:20,0:32:21,0:19:23,0:03:53,2:06:59,2:06:59
21186,02528,0:58:34,0:33:14,0:20:33,0:04:12,2:07:00,2:07:00
20111,02529,0:59:11,0:32:53,0:19:59,0:04:00,2:07:01,2:07:01
21544,02530,0:58:20,0:34:21,0:20:28,0:03:59,2:07:01,2:07:01
20430,02531,0:58:38,0:32:41,0:20:41,0:04:17,2:07:02,2:07:02
21193,02532,0:58:18,0:33:59,0:20:45,0:04:02,2:07:02,2:07:02
23069,02533,1:00:55,0:32:14,0:20:44,0:04:07,2:07:04,2:07:04
20208,02534,1:01:19,0:32:21,0:19:23,0:03:52,2:07:12,2:07:12
20943,02535,1:00:16,0:32:55,0:20:13,0:03:47,2:07:12,2:07:12
21893,02536,1:01:19,0:32:21,0:19:23,0:03:52,2:07:12,2:07:12
23072,02537,1:01:11,0:33:20,0:19:09,0:03:39,2:07:15,2:07:15
21602,02538,0:59:32,0:33:31,0:19:42,0:04:00,2:07:17,2:07:17
21571,02539,0:59:29,0:33:52,0:19:35,0:03:47,2:07:18,2:07:18
23204,02540,0:57:38,0:35:08,0:20:17,0:03:59,2:07:24,2:07:24
21691,02541,0:58:40,0:33:22,0:21:08,0:04:24,2:07:25,2:07:25
23549,02542,0:59:49,0:33:29,0:20:36,0:04:00,2:07:26,2:07:26
20640,02543,0:56:01,0:34:38,0:22:44,0:04:15,2:07:27,2:07:27
23181,02544,0:57:40,0:35:08,0:20:16,0:04:00,2:07:27,2:07:27
23261,02545,0:53:52,0:35:18,0:22:58,0:05:26,2:07:30,2:07:30
21711,02546,0:57:31,0:33:21,0:22:38,0:04:15,2:07:30,2:07:30
21498,02547,1:01:49,0:32:46,0:19:28,,2:07:34,2:07:34
20822,02548,1:01:48,0:32:47,0:19:27,0:03:32,2:07:34,2:07:34
21678,02549,0:59:52,0:32:41,0:21:12,0:03:49,2:07:35,2:07:35
23516,02550,0:58:29,0:32:31,0:21:33,0:04:40,2:07:40,2:07:40
20436,02551,0:59:05,0:34:49,0:19:35,0:03:59,2:07:42,2:07:42
23323,02552,1:00:12,0:33:58,0:19:59,0:03:47,2:07:43,2:07:43
21533,02553,1:01:38,0:33:20,0:19:09,0:03:38,2:07:50,2:07:50
20062,02554,1:01:59,0:31:20,0:20:27,0:04:00,2:07:51,2:07:51
20827,02555,1:00:21,0:33:10,0:20:13,0:03:40,2:07:55,2:07:55
20561,02556,0:57:13,0:34:04,0:22:09,0:04:29,2:07:57,2:07:57
23237,02557,1:00:09,0:33:08,0:20:22,0:03:59,2:07:58,2:07:58
20367,02558,1:00:10,0:33:30,0:20:10,0:04:23,2:08:00,2:08:00
20577,02559,1:03:13,0:29:37,0:16:50,0:03:31,2:08:02,2:08:02
20335,02560,0:58:05,0:34:22,0:21:47,0:04:17,2:08:04,2:08:04
20542,02561,0:58:40,0:32:52,0:21:21,0:04:11,2:08:04,2:08:04
20913,02562,0:58:05,0:34:23,0:21:49,0:04:15,2:08:04,2:08:04
20027,02563,1:00:11,0:32:52,0:20:33,0:03:54,2:08:06,2:08:06
21753,02564,0:58:27,0:32:44,0:21:49,0:04:18,2:08:06,2:08:06
21135,02565,1:04:58,0:29:48,0:18:46,0:03:37,2:08:07,2:08:07
20897,02566,1:03:45,0:31:39,0:18:58,0:03:23,2:08:07,2:08:07
23477,02567,1:00:37,0:33:25,0:20:23,0:03:55,2:08:11,2:08:11
23507,02568,1:01:27,0:32:20,0:19:45,0:03:52,2:08:11,2:08:11
21586,02569,1:01:29,0:32:19,0:19:45,0:03:51,2:08:12,2:08:12
20918,02570,1:00:21,0:33:15,0:20:39,0:04:06,2:08:14,2:08:14
20801,02571,0:54:37,0:35:01,0:24:31,0:04:39,2:08:15,2:08:15
23560,02572,,,2:00:00,,2:08:16,2:08:16
20176,02573,1:03:07,0:31:26,0:18:37,0:03:49,2:08:16,2:08:16
23535,02574,1:02:12,0:32:48,0:19:31,0:03:50,2:08:20,2:08:20
20687,02575,1:00:42,0:33:26,0:19:38,0:03:52,2:08:25,2:08:25
20117,02576,0:55:34,0:35:51,0:22:53,0:04:30,2:08:27,2:08:27
21337,02577,0:54:56,0:34:22,0:24:40,0:04:37,2:08:27,2:08:27
20325,02578,1:01:40,0:33:43,0:19:11,0:04:03,2:08:29,2:08:29
21521,02579,1:01:41,0:33:44,0:19:11,0:04:02,2:08:29,2:08:29
23420,02580,1:00:30,0:32:34,0:20:49,0:04:12,2:08:31,2:08:31
20280,02581,0:58:14,0:33:43,0:22:18,0:04:10,2:08:32,2:08:32
21137,02582,1:01:32,0:33:13,0:19:44,0:03:36,2:08:33,2:08:33
23490,02583,1:01:41,0:32:32,0:20:15,0:04:01,2:08:38,2:08:38
20585,02584,1:06:37,0:33:59,0:20:34,0:03:52,2:08:38,2:08:38
20755,02585,1:04:19,0:35:04,0:21:50,0:04:09,2:08:39,2:08:39
21644,02586,0:59:01,0:34:35,0:21:28,0:04:03,2:08:39,2:08:39
23550,02587,0:59:07,0:34:30,0:21:27,0:04:05,2:08:39,2:08:39
20984,02588,1:00:01,0:33:53,0:20:34,0:04:07,2:08:44,2:08:44
21609,02589,0:58:48,0:33:17,0:21:15,0:04:25,2:08:44,2:08:44
23413,02590,1:00:55,0:33:49,0:20:57,0:04:08,2:08:46,2:08:46
21183,02591,1:00:34,0:33:45,0:20:18,0:03:49,2:08:47,2:08:47
21007,02592,0:58:03,0:34:52,0:21:43,0:04:22,2:08:52,2:08:52
23089,02593,0:59:11,0:33:38,0:22:05,0:03:59,2:08:53,2:08:53
20896,02594,1:01:11,0:33:47,0:20:26,0:03:52,2:08:55,2:08:55
20823,02595,1:02:08,0:32:49,0:19:31,0:03:53,2:08:55,2:08:55
21762,02596,0:55:18,0:35:18,0:24:40,0:04:37,2:08:59,2:08:59
23105,02597,1:00:14,0:33:49,0:20:13,0:04:13,2:09:02,2:09:02
21407,02598,1:01:34,0:33:30,0:19:39,0:04:09,2:09:03,2:09:03
21402,02599,1:01:34,0:33:30,0:19:39,0:04:09,2:09:03,2:09:03
23116,02600,0:57:56,0:35:52,0:21:20,0:04:16,2:09:05,2:09:05
20025,02601,0:56:35,0:35:32,0:23:32,0:04:13,2:09:05,2:09:05
21707,02602,1:01:51,0:34:25,0:19:29,0:03:47,2:09:09,2:09:09
21638,02603,0:59:43,0:34:16,0:21:16,0:03:23,2:09:09,2:09:09
21026,02604,1:00:41,0:34:04,0:20:31,0:03:45,2:09:11,2:09:11
20107,02605,0:59:11,0:34:04,0:21:38,0:04:29,2:09:12,2:09:12
20688,02606,0:58:03,0:35:51,0:21:06,0:04:20,2:09:13,2:09:13
21079,02607,1:01:26,0:33:50,0:20:08,0:03:57,2:09:13,2:09:13
20328,02608,0:58:14,0:34:18,0:21:35,0:04:30,2:09:18,2:09:18
21817,02609,1:01:51,0:33:38,0:19:44,0:03:50,2:09:22,2:09:22
20466,02610,1:00:37,0:32:48,0:20:54,0:04:14,2:09:23,2:09:23
20267,02611,0:57:02,0:36:23,0:21:52,0:04:35,2:09:23,2:09:23
20497,02612,1:02:08,0:33:09,0:19:26,0:04:06,2:09:24,2:09:24
21221,02613,1:00:37,0:32:48,0:20:52,0:04:18,2:09:24,2:09:24
23217,02614,1:02:38,0:32:35,0:19:14,0:03:52,2:09:24,2:09:24
20808,02615,1:02:38,0:32:34,0:19:15,0:03:50,2:09:24,2:09:24
21771,02616,1:01:21,0:34:00,0:20:35,0:03:38,2:09:24,2:09:24
21688,02617,0:56:02,0:35:30,0:24:06,0:04:13,2:09:26,2:09:26
20505,02618,1:00:15,0:33:46,0:20:15,0:04:17,2:09:27,2:09:27
20771,02619,1:02:08,0:33:14,0:19:21,0:04:05,2:09:29,2:09:29
21442,02620,1:02:04,0:33:33,0:19:36,0:03:46,2:09:32,2:09:32
20828,02621,0:56:05,0:36:16,0:23:22,0:04:21,2:09:32,2:09:32
23364,02622,1:00:44,0:34:30,0:20:23,0:03:52,2:09:34,2:09:34
20379,02623,1:01:11,0:33:37,0:20:08,0:04:07,2:09:35,2:09:35
20135,02624,0:58:31,0:33:00,0:22:52,0:04:56,2:09:39,2:09:39
20978,02625,1:02:21,0:33:23,0:19:52,0:03:40,2:09:39,2:09:39
21102,02626,1:00:31,0:33:42,0:20:47,0:04:10,2:09:41,2:09:41
21796,02627,0:59:30,0:34:18,0:21:32,0:04:18,2:09:41,2:09:41
23230,02628,0:59:30,0:34:18,0:21:33,0:04:18,2:09:41,2:09:41
20977,02629,1:02:23,0:33:22,0:19:53,0:03:39,2:09:42,2:09:42
23393,02630,1:00:41,0:34:05,0:20:36,0:03:57,2:09:42,2:09:42
21009,02631,1:09:16,0:32:22,0:20:41,0:03:46,2:09:43,2:09:43
23229,02632,1:00:44,0:33:22,0:20:16,0:04:36,2:09:44,2:09:44
20683,02633,1:01:08,0:34:33,0:20:24,0:04:01,2:09:46,2:09:46
20362,02634,1:04:06,0:33:43,0:18:12,0:03:24,2:09:46,2:09:46
23122,02635,1:02:18,0:34:24,0:19:57,0:03:38,2:09:50,2:09:50
21725,02636,1:01:18,0:33:44,0:20:42,0:03:50,2:09:51,2:09:51
21668,02637,1:01:27,0:33:50,0:20:08,0:03:56,2:09:51,2:09:51
20946,02638,1:00:13,0:33:14,0:21:02,0:04:11,2:09:52,2:09:52
21033,02639,0:57:20,0:35:13,0:22:44,0:04:23,2:09:53,2:09:53
23288,02640,1:00:01,0:33:58,0:21:30,0:04:11,2:09:54,2:09:54
23576,02641,1:00:20,0:34:05,0:21:16,0:04:02,2:09:54,2:09:54
20486,02642,1:01:39,0:34:27,0:19:17,0:03:46,2:09:56,2:09:56
21739,02643,1:00:20,0:34:06,0:21:16,0:04:06,2:09:57,2:09:57
23577,02644,1:00:19,0:34:06,0:21:16,0:04:06,2:09:58,2:09:58
23080,02645,1:01:01,0:33:46,0:20:55,0:03:52,2:09:59,2:09:59
23158,02646,0:58:46,0:35:32,0:21:50,0:03:52,2:10:00,2:10:00
20602,02647,0:58:46,0:35:32,0:21:49,0:03:53,2:10:00,2:10:00
20815,02648,0:56:58,0:32:56,0:25:04,0:04:40,2:10:01,2:10:01
21492,02649,0:58:48,0:35:08,0:21:53,0:04:13,2:10:02,2:10:02
23074,02650,1:00:47,0:34:04,0:20:48,0:04:06,2:10:04,2:10:04
20605,02651,0:58:45,0:34:00,0:22:38,0:04:07,2:10:05,2:10:05
23428,02652,1:03:22,0:31:52,0:19:57,0:03:56,2:10:07,2:10:07
21106,02653,1:01:59,0:32:27,0:20:57,0:04:28,2:10:08,2:10:08
20926,02654,1:01:19,0:34:19,0:19:30,0:04:03,2:10:10,2:10:10
23092,02655,1:01:40,0:33:29,0:20:58,0:04:04,2:10:10,2:10:10
20800,02656,0:57:03,0:34:57,0:23:01,0:04:33,2:10:11,2:10:11
23212,02657,0:59:23,0:34:39,0:21:55,0:04:12,2:10:13,2:10:13
20766,02658,1:00:52,0:35:20,0:19:55,0:04:02,2:10:13,2:10:13
20431,02659,0:59:43,0:34:17,0:22:46,0:04:18,2:10:14,2:10:14
23211,02660,0:59:24,0:34:40,0:21:54,0:04:13,2:10:14,2:10:14
21047,02661,0:59:38,0:34:01,0:21:06,0:04:22,2:10:16,2:10:16
20263,02662,1:00:50,0:34:20,0:20:35,0:03:53,2:10:17,2:10:17
20268,02663,0:57:02,0:36:24,0:21:59,0:04:47,2:10:21,2:10:21
23076,02664,0:57:02,0:36:23,0:22:00,0:04:47,2:10:22,2:10:22
23343,02665,1:01:48,0:33:29,0:21:00,0:04:04,2:10:25,2:10:25
20476,02666,0:58:25,0:35:45,0:22:09,0:04:05,2:10:25,2:10:25
21290,02667,0:57:26,0:34:21,0:23:44,0:05:01,2:10:26,2:10:26
23546,02668,1:02:36,0:33:51,0:19:27,0:03:55,2:10:29,2:10:29
20819,02669,1:02:57,0:34:09,0:19:29,0:03:32,2:10:32,2:10:32
23510,02670,1:00:11,0:35:09,0:20:33,0:04:05,2:10:33,2:10:33
20366,02671,0:59:23,0:35:27,0:21:35,0:04:02,2:10:34,2:10:34
21239,02672,0:58:43,0:34:39,0:22:11,0:04:29,2:10:34,2:10:34
21600,02673,1:00:10,0:35:09,0:20:27,0:04:13,2:10:36,2:10:36
20955,02674,1:01:15,0:34:01,0:21:03,0:04:26,2:10:36,2:10:36
20682,02675,1:02:12,0:34:27,0:19:47,0:03:38,2:10:39,2:10:39
21336,02676,0:59:06,0:34:58,0:21:59,0:04:16,2:10:42,2:10:42
20762,02677,0:55:59,0:35:54,0:24:39,0:04:47,2:10:44,2:10:44
21295,02678,0:55:42,0:33:21,0:25:16,0:05:31,2:10:47,2:10:47
21237,02679,0:58:50,0:35:39,0:23:24,0:04:08,2:10:49,2:10:49
23618,02680,1:02:00,0:35:05,0:20:29,0:03:50,2:10:57,2:10:57
21148,02681,0:59:09,0:35:11,0:22:05,0:04:18,2:10:59,2:10:59
21563,02682,0:55:37,0:33:46,0:24:37,0:05:50,2:11:02,2:11:02
20320,02683,1:03:10,0:34:12,0:19:08,0:04:02,2:11:04,2:11:04
20643,02684,1:00:45,0:32:44,0:21:15,0:05:20,2:11:05,2:11:05
23143,02685,1:01:34,0:32:14,0:21:15,0:05:20,2:11:07,2:11:07
23118,02686,1:02:34,0:33:53,0:20:09,0:03:55,2:11:07,2:11:07
21683,02687,0:59:59,0:34:01,0:21:16,0:04:47,2:11:09,2:11:09
23485,02688,1:02:34,0:33:52,0:19:44,0:04:08,2:11:10,2:11:10
20457,02689,1:03:49,0:33:28,0:19:36,0:03:40,2:11:11,2:11:11
20826,02690,1:02:51,0:34:15,0:20:01,0:03:48,2:11:11,2:11:11
20730,02691,1:01:16,0:34:17,0:21:21,0:04:06,2:11:15,2:11:15
20704,02692,1:01:12,0:34:56,0:20:54,0:04:15,2:11:16,2:11:16
21095,02693,0:48:35,0:45:16,0:24:19,0:04:47,2:11:17,2:11:17
21060,02694,1:02:16,0:34:03,0:20:44,0:03:57,2:11:17,2:11:17
20315,02695,,1:33:21,0:23:38,0:04:01,2:11:19,2:11:19
20276,02696,1:01:06,0:34:32,0:21:25,0:04:17,2:11:27,2:11:27
21011,02697,0:58:41,0:35:56,0:21:49,0:04:25,2:11:30,2:11:30
21686,02698,0:56:11,0:36:22,0:23:54,0:05:04,2:11:32,2:11:32
21639,02699,1:01:51,0:34:46,0:20:34,0:03:41,2:11:34,2:11:34
21064,02700,1:01:14,0:36:20,0:21:20,0:04:01,2:11:36,2:11:36
20887,02701,1:01:06,0:34:33,0:21:29,0:04:17,2:11:36,2:11:36
21518,02702,1:03:40,0:32:44,0:19:55,0:04:07,2:11:40,2:11:40
21144,02703,1:01:09,0:33:31,0:21:47,0:04:39,2:11:42,2:11:42
20410,02704,1:02:32,0:34:21,0:20:42,0:03:58,2:11:49,2:11:49
20193,02705,0:54:54,0:40:37,0:23:15,0:03:50,2:11:55,2:11:55
23284,02706,1:02:28,0:34:21,0:20:42,0:03:59,2:11:58,2:11:58
23188,02707,1:02:12,0:34:46,0:21:00,0:04:08,2:11:59,2:11:59
21793,02708,0:49:09,0:44:02,0:25:47,0:04:16,2:11:59,2:11:59
21075,02709,1:01:09,0:35:14,0:20:53,0:04:25,2:12:00,2:12:00
23245,02710,1:02:15,0:33:51,0:20:36,0:04:00,2:12:02,2:12:02
20322,02711,1:01:10,0:35:00,0:21:21,0:03:51,2:12:07,2:12:07
21181,02712,1:02:20,0:34:36,0:20:40,0:03:53,2:12:08,2:12:08
23351,02713,1:02:19,0:34:36,0:20:40,0:03:53,2:12:09,2:12:09
20506,02714,0:56:48,0:37:53,0:22:57,0:04:42,2:12:10,2:12:10
23329,02715,1:02:35,0:34:50,0:21:00,0:03:59,2:12:10,2:12:10
23257,02716,1:03:23,0:33:46,0:20:11,0:03:59,2:12:13,2:12:13
20905,02717,0:59:38,0:33:47,0:23:37,0:04:58,2:12:14,2:12:14
21405,02718,1:04:20,0:34:00,0:19:49,0:03:48,2:12:15,2:12:15
23202,02719,0:56:03,0:41:21,0:21:29,0:03:51,2:12:16,2:12:16
23283,02720,1:02:28,0:34:21,0:20:59,0:04:04,2:12:22,2:12:22
20047,02721,1:09:31,0:34:21,0:20:59,0:04:03,2:12:23,2:12:23
23290,02722,1:04:09,0:34:00,0:20:55,0:04:02,2:12:27,2:12:27
20277,02723,1:01:32,0:35:23,0:21:37,0:03:56,2:12:27,2:12:27
20240,02724,0:59:49,0:35:39,0:22:23,0:04:43,2:12:29,2:12:29
23096,02725,1:01:33,0:35:41,0:21:09,0:04:01,2:12:30,2:12:30
23531,02726,1:03:05,0:32:54,0:21:02,0:04:21,2:12:31,2:12:31
21383,02727,1:01:26,0:34:47,0:21:51,0:04:00,2:12:31,2:12:31
23295,02728,0:59:49,0:35:42,0:22:37,0:04:27,2:12:32,2:12:32
20434,02729,1:02:29,0:35:48,0:19:58,0:03:50,2:12:36,2:12:36
