Bib,ID,11.1k,16.6k,20k,20.7k,Chip Time,Finish Time
20821,01731,0:50:56,0:27:11,0:16:06,0:03:01,1:45:43,1:45:43
20855,01732,0:49:35,0:27:15,0:17:04,0:03:18,1:45:48,1:45:48
21493,01733,0:49:38,0:28:04,0:16:43,0:02:57,1:45:48,1:45:48
20803,01734,0:50:29,0:27:10,0:16:23,0:03:03,1:45:51,1:45:51
21692,01735,0:49:06,0:27:43,0:16:53,0:03:23,1:45:54,1:45:54
20312,01736,0:49:26,0:27:33,0:17:01,0:03:10,1:45:55,1:45:55
20856,01737,0:50:08,0:27:47,0:16:40,0:03:12,1:45:58,1:45:58
20024,01738,0:49:07,0:28:11,0:17:23,0:03:27,1:46:03,1:46:03
20282,01739,0:49:04,0:28:21,0:17:27,0:03:26,1:46:15,1:46:15
23171,01740,0:47:55,0:28:41,0:18:22,0:03:37,1:46:18,1:46:18
20546,01741,0:51:04,0:27:31,0:16:33,0:03:00,1:46:23,1:46:23
20547,01742,0:45:54,0:32:04,0:17:58,0:03:12,1:46:29,1:46:29
23018,01743,0:50:14,0:28:09,0:16:49,0:03:16,1:46:31,1:46:31
20331,01744,0:49:39,0:28:13,0:17:19,0:03:15,1:46:34,1:46:34
23067,01745,0:49:52,0:28:05,0:17:02,0:03:22,1:46:34,1:46:34
20998,01746,0:49:29,0:28:19,0:17:48,0:03:11,1:46:36,1:46:36
21827,01747,0:49:57,0:28:15,0:17:19,0:03:13,1:46:36,1:46:36
20227,01748,0:49:52,0:28:05,0:17:03,0:03:22,1:46:37,1:46:37
20839,01749,0:50:35,0:28:09,0:16:24,0:03:05,1:46:44,1:46:44
21770,01750,0:50:14,0:27:25,0:16:37,0:03:08,1:46:56,1:46:56
20048,01751,0:49:47,0:28:15,0:17:28,0:03:21,1:46:59,1:46:59
20567,01752,0:51:05,0:27:42,0:16:25,0:03:08,1:47:07,1:47:07
20732,01753,0:51:04,0:27:42,0:16:24,0:03:08,1:47:07,1:47:07
23612,01754,0:49:23,0:28:26,0:17:49,0:03:30,1:47:14,1:47:14
20646,01755,0:50:08,0:28:18,0:17:38,0:03:17,1:47:16,1:47:16
20380,01756,0:50:55,0:27:55,0:16:38,0:03:15,1:47:17,1:47:17
20368,01757,0:50:07,0:28:10,0:17:03,0:03:33,1:47:17,1:47:17
20333,01758,0:50:00,0:28:07,0:17:38,0:03:21,1:47:24,1:47:24
23368,01759,0:52:26,0:27:32,0:16:22,0:03:02,1:47:24,1:47:24
21702,01760,0:50:10,0:28:34,0:17:37,0:03:27,1:47:28,1:47:28
20799,01761,0:51:03,0:27:50,0:16:46,0:03:09,1:47:33,1:47:33
20448,01762,0:50:58,0:28:01,0:16:47,0:03:10,1:47:34,1:47:34
23086,01763,0:50:19,0:28:46,0:17:18,0:03:12,1:47:34,1:47:34
20134,01764,0:51:07,0:27:50,0:16:45,0:03:09,1:47:35,1:47:35
20310,01765,0:51:01,0:28:22,0:16:46,0:03:16,1:47:37,1:47:37
20370,01766,0:49:59,0:27:34,0:16:59,0:03:22,1:47:37,1:47:37
20353,01767,0:48:25,0:29:46,0:17:58,0:03:27,1:47:38,1:47:38
21323,01768,0:51:04,0:28:05,0:16:45,0:03:10,1:47:39,1:47:39
20198,01769,0:50:06,0:28:24,0:17:54,0:03:21,1:47:44,1:47:44
20840,01770,0:52:36,0:27:07,0:16:03,0:03:06,1:47:45,1:47:45
20257,01771,0:51:17,0:28:02,0:16:18,0:03:07,1:47:47,1:47:47
21560,01772,0:51:17,0:28:02,0:16:18,0:03:07,1:47:47,1:47:47
21690,01773,0:52:44,0:26:49,0:16:22,0:03:07,1:47:47,1:47:47
20186,01774,0:48:57,0:27:41,0:18:09,0:04:07,1:47:48,1:47:48
21794,01775,0:50:14,0:27:25,0:17:21,0:03:18,1:47:49,1:47:49
20895,01776,0:49:46,0:27:38,0:18:00,0:03:53,1:47:55,1:47:55
21352,01777,0:51:34,0:27:32,0:16:38,0:03:11,1:47:56,1:47:56
20843,01778,0:51:02,0:27:51,0:17:06,0:03:16,1:48:01,1:48:01
20375,01779,0:51:10,0:27:43,0:17:15,0:03:18,1:48:02,1:48:02
20140,01780,0:53:24,0:27:16,0:16:06,0:03:08,1:48:03,1:48:03
20841,01781,0:49:53,0:28:16,0:17:48,0:03:31,1:48:04,1:48:04
21242,01782,0:50:18,0:27:55,0:17:22,0:03:27,1:48:04,1:48:04
21776,01783,0:51:16,0:28:19,0:16:57,0:03:11,1:48:06,1:48:06
20698,01784,0:52:59,0:27:32,0:16:15,0:03:10,1:48:08,1:48:08
20167,01785,0:51:06,0:28:34,0:17:17,0:03:11,1:48:09,1:48:09
20797,01786,0:50:39,0:28:21,0:17:11,0:03:19,1:48:09,1:48:09
20837,01787,0:51:56,0:26:57,0:16:50,0:03:16,1:48:18,1:48:18
20192,01788,0:48:53,0:29:49,0:18:11,0:03:24,1:48:19,1:48:19
23050,01789,0:49:27,0:29:19,0:18:03,0:03:20,1:48:20,1:48:20
20035,01790,0:50:22,0:28:57,0:17:15,0:03:34,1:48:21,1:48:21
21051,01791,0:50:03,0:28:39,0:18:03,0:03:22,1:48:28,1:48:28
20606,01792,0:50:04,0:28:19,0:18:12,0:03:34,1:48:34,1:48:34
20342,01793,0:48:14,0:30:11,0:18:44,0:03:21,1:48:36,1:48:36
20829,01794,0:48:58,0:28:55,0:18:29,0:03:49,1:48:38,1:48:38
20557,01795,0:50:54,0:27:56,0:17:31,0:03:31,1:48:43,1:48:43
20249,01796,0:51:42,0:28:14,0:16:35,0:03:20,1:48:44,1:48:44
21768,01797,0:51:38,0:27:58,0:16:52,0:03:17,1:48:45,1:48:45
21227,01798,0:49:08,0:29:28,0:18:33,0:03:25,1:48:48,1:48:48
20782,01799,0:51:37,0:28:04,0:16:54,0:03:15,1:48:49,1:48:49
20099,01800,0:52:19,0:28:32,0:16:25,0:03:11,1:48:53,1:48:53
21346,01801,0:51:44,0:28:30,0:16:58,0:03:13,1:49:06,1:49:06
20710,01802,0:51:36,0:28:36,0:17:19,0:03:21,1:49:07,1:49:07
20327,01803,0:51:39,0:28:13,0:16:58,0:03:20,1:49:09,1:49:09
21254,01804,0:51:08,0:28:38,0:17:25,0:03:23,1:49:10,1:49:10
20217,01805,0:51:45,0:27:40,0:17:16,0:03:24,1:49:11,1:49:11
20429,01806,0:51:11,0:28:37,0:17:27,0:03:22,1:49:12,1:49:12
20441,01807,0:52:59,0:28:20,0:16:15,0:03:13,1:49:13,1:49:13
20221,01808,0:52:07,0:28:48,0:16:00,0:02:50,1:49:14,1:49:14
21733,01809,0:51:53,0:29:16,0:16:39,0:03:01,1:49:15,1:49:15
20232,01810,0:48:20,0:28:43,0:18:32,0:03:49,1:49:16,1:49:16
20435,01811,0:52:14,0:28:45,0:17:21,0:03:15,1:49:17,1:49:17
20150,01812,0:51:55,0:27:53,0:17:49,0:03:34,1:49:18,1:49:18
20598,01813,0:51:18,0:28:13,0:16:52,0:03:27,1:49:20,1:49:20
20705,01814,0:51:14,0:28:58,0:17:27,0:03:21,1:49:24,1:49:24
20203,01815,0:46:58,0:27:14,0:21:03,0:04:56,1:49:26,1:49:26
20921,01816,0:50:53,0:29:06,0:17:48,0:03:27,1:49:26,1:49:26
21791,01817,0:51:44,0:28:25,0:17:16,0:03:11,1:49:27,1:49:27
20653,01818,0:51:36,0:27:57,0:17:18,0:03:25,1:49:34,1:49:34
20069,01819,0:51:10,0:28:41,0:17:56,0:03:20,1:49:38,1:49:38
20624,01820,0:52:08,0:28:33,0:17:05,0:03:09,1:49:39,1:49:39
20670,01821,0:51:14,0:29:14,0:17:38,0:03:20,1:49:48,1:49:48
20065,01822,0:52:18,0:28:41,0:16:55,0:03:15,1:49:53,1:49:53
21291,01823,0:49:44,0:29:28,0:19:17,0:03:31,1:49:54,1:49:54
20086,01824,0:52:22,0:29:03,0:16:49,0:03:19,1:49:54,1:49:54
20204,01825,0:52:17,0:28:43,0:16:55,0:03:16,1:49:56,1:49:56
20210,01826,0:48:11,0:31:17,0:19:19,0:03:21,1:49:56,1:49:56
21603,01827,0:51:50,0:28:25,0:17:13,0:03:24,1:49:57,1:49:57
20508,01828,0:51:47,0:28:25,0:17:14,0:03:25,1:49:58,1:49:58
20433,01829,0:52:10,0:28:57,0:17:11,0:03:14,1:49:59,1:49:59
20019,01830,0:51:20,0:28:29,0:17:52,0:03:27,1:49:59,1:49:59
23028,01831,0:51:19,0:28:30,0:17:51,0:03:27,1:50:00,1:50:00
20846,01832,0:52:00,0:28:55,0:17:09,0:03:24,1:50:01,1:50:01
20453,01833,0:51:33,0:29:14,0:17:38,0:03:24,1:50:04,1:50:04
23173,01834,0:50:31,0:29:08,0:17:50,0:03:29,1:50:09,1:50:09
23590,01835,0:49:30,0:28:42,0:19:36,0:03:33,1:50:10,1:50:10
21278,01836,0:46:44,0:29:00,0:22:10,0:04:25,1:50:11,1:50:11
20174,01837,0:50:22,0:29:36,0:18:25,0:03:29,1:50:11,1:50:11
20472,01838,0:51:37,0:28:49,0:17:28,0:03:19,1:50:13,1:50:13
20870,01839,0:51:36,0:28:12,0:17:26,0:03:27,1:50:14,1:50:14
20226,01840,0:51:51,0:29:02,0:17:17,0:03:19,1:50:16,1:50:16
23314,01841,0:50:09,0:30:26,0:18:18,0:03:24,1:50:18,1:50:18
20721,01842,0:51:21,0:28:43,0:18:14,0:03:28,1:50:22,1:50:22
20125,01843,0:51:52,0:28:42,0:17:36,0:03:28,1:50:24,1:50:24
20424,01844,0:51:50,0:29:20,0:17:53,0:03:24,1:50:27,1:50:27
20189,01845,0:51:56,0:29:01,0:17:30,0:03:17,1:50:29,1:50:29
20021,01846,0:52:14,0:28:56,0:17:17,0:03:24,1:50:30,1:50:30
21358,01847,0:52:05,0:29:25,0:17:29,0:03:24,1:50:35,1:50:35
23216,01848,0:52:17,0:29:11,0:17:23,0:03:22,1:50:40,1:50:40
21244,01849,0:50:17,0:29:41,0:18:36,0:03:33,1:50:44,1:50:44
20681,01850,0:51:44,0:28:24,0:17:57,0:03:31,1:50:44,1:50:44
23305,01851,0:51:54,0:29:14,0:17:31,0:03:26,1:50:45,1:50:45
20493,01852,0:51:57,0:28:40,0:17:18,0:03:32,1:50:46,1:50:46
21684,01853,0:51:59,0:29:23,0:17:21,0:03:29,1:50:47,1:50:47
21590,01854,0:51:27,0:29:02,0:17:30,0:03:37,1:50:49,1:50:49
21699,01855,0:54:57,0:28:17,0:16:15,0:03:01,1:50:51,1:50:51
21162,01856,0:51:54,0:29:01,0:17:36,0:03:25,1:50:52,1:50:52
21375,01857,0:52:09,0:28:45,0:18:10,0:03:05,1:50:54,1:50:54
21566,01858,0:50:16,0:30:15,0:19:09,0:03:39,1:50:55,1:50:55
21787,01859,0:52:11,0:29:18,0:17:32,0:03:14,1:50:58,1:50:58
23189,01860,0:51:23,0:29:24,0:18:07,0:03:30,1:51:04,1:51:04
20637,01861,0:52:24,0:28:57,0:17:44,0:03:25,1:51:06,1:51:06
20372,01862,0:52:27,0:29:09,0:17:29,0:03:19,1:51:08,1:51:08
21158,01863,0:50:40,0:29:03,0:18:05,0:03:40,1:51:11,1:51:11
21345,01864,0:52:29,0:29:12,0:17:36,0:03:13,1:51:12,1:51:12
21887,01865,0:53:03,0:29:02,0:17:12,0:03:11,1:51:13,1:51:13
21120,01866,0:52:50,0:28:53,0:17:32,0:03:27,1:51:19,1:51:19
20352,01867,0:51:55,0:29:23,0:17:57,0:03:21,1:51:19,1:51:19
20713,01868,0:51:53,0:28:57,0:18:07,0:03:35,1:51:23,1:51:23
20678,01869,0:51:53,0:29:11,0:18:01,0:03:31,1:51:23,1:51:23
23604,01870,0:51:36,0:29:31,0:18:16,0:03:34,1:51:24,1:51:24
20484,01871,0:52:46,0:28:50,0:17:34,0:03:09,1:51:24,1:51:24
20260,01872,0:52:45,0:28:51,0:17:34,0:03:09,1:51:24,1:51:24
21296,01873,0:51:51,0:29:11,0:18:00,0:03:34,1:51:27,1:51:27
21305,01874,0:51:58,0:29:18,0:18:07,0:03:23,1:51:27,1:51:27
20538,01875,0:53:33,0:28:34,0:17:11,0:03:12,1:51:28,1:51:28
20768,01876,0:49:07,0:31:40,0:19:24,0:03:32,1:51:28,1:51:28
20666,01877,0:51:19,0:29:07,0:18:36,0:03:50,1:51:31,1:51:31
20787,01878,0:52:14,0:29:13,0:17:52,0:03:24,1:51:33,1:51:33
20445,01879,0:51:38,0:28:34,0:18:54,0:03:47,1:51:33,1:51:33
23071,01880,0:52:29,0:29:44,0:17:37,0:03:14,1:51:41,1:51:41
20641,01881,0:53:00,0:29:09,0:17:38,,1:51:44,1:51:44
20228,01882,0:52:28,0:29:45,0:17:37,0:03:14,1:51:44,1:51:44
20886,01883,0:51:48,0:28:38,0:18:23,0:03:37,1:51:45,1:51:45
20679,01884,0:52:15,0:28:51,0:17:50,0:03:38,1:51:45,1:51:45
20618,01885,0:52:33,0:29:13,0:17:19,0:03:26,1:51:46,1:51:46
20693,01886,0:52:59,0:28:45,0:16:34,0:03:20,1:51:48,1:51:48
23051,01887,0:51:11,0:30:18,0:18:23,0:03:24,1:51:50,1:51:50
20373,01888,0:53:55,0:28:52,0:16:49,0:03:15,1:51:52,1:51:52
20184,01889,0:52:59,0:29:42,0:16:57,0:03:16,1:51:56,1:51:56
20654,01890,0:52:07,0:29:05,0:18:31,0:03:29,1:51:57,1:51:57
20403,01891,0:53:08,0:29:10,0:17:18,0:03:25,1:51:57,1:51:57
20708,01892,0:52:21,0:29:20,0:17:47,0:03:31,1:51:58,1:51:58
21074,01893,0:52:38,0:28:28,0:17:35,0:03:31,1:51:58,1:51:58
20262,01894,0:52:11,0:29:26,0:17:59,0:03:32,1:51:59,1:51:59
20742,01895,0:52:39,0:29:00,0:17:27,0:03:50,1:52:00,1:52:00
20369,01896,0:51:55,0:29:29,0:17:53,0:03:40,1:52:00,1:52:00
21101,01897,0:52:39,0:29:29,0:17:18,0:03:23,1:52:02,1:52:02
20663,01898,0:52:30,0:29:11,0:17:54,0:03:29,1:52:03,1:52:03
23411,01899,0:52:08,0:28:45,0:18:11,0:03:44,1:52:03,1:52:03
20750,01900,0:53:08,0:29:48,0:16:57,0:03:21,1:52:03,1:52:03
23168,01901,0:52:28,0:29:13,0:17:53,0:03:29,1:52:03,1:52:03
20401,01902,0:53:05,0:29:18,0:17:56,0:03:14,1:52:08,1:52:08
20662,01903,0:53:02,0:29:13,0:17:48,0:03:29,1:52:11,1:52:11
21591,01904,0:52:43,0:29:31,0:17:40,0:03:24,1:52:14,1:52:14
23322,01905,0:52:59,0:29:06,0:17:52,0:03:30,1:52:15,1:52:15
20318,01906,0:52:26,0:29:56,0:17:36,0:03:28,1:52:21,1:52:21
20289,01907,0:52:19,0:28:49,0:18:00,0:03:24,1:52:22,1:52:22
20633,01908,0:51:50,0:29:30,0:18:16,0:03:42,1:52:23,1:52:23
20030,01909,0:52:18,0:29:57,0:18:07,0:03:22,1:52:28,1:52:28
23103,01910,0:53:04,0:28:50,0:18:03,,1:52:29,1:52:29
20805,01911,0:51:41,0:29:48,0:18:39,0:03:40,1:52:31,1:52:31
21689,01912,0:53:45,0:29:11,0:17:09,0:03:25,1:52:33,1:52:33
20236,01913,0:54:10,0:29:03,0:17:11,0:03:16,1:52:40,1:52:40
20556,01914,0:53:01,0:29:14,0:18:18,0:03:37,1:52:42,1:52:42
20489,01915,0:55:13,0:28:00,0:16:53,0:03:19,1:52:42,1:52:42
21769,01916,0:52:47,0:29:29,0:17:29,0:03:22,1:52:42,1:52:42
21269,01917,0:51:58,0:30:11,0:18:29,0:03:33,1:52:44,1:52:44
21717,01918,0:52:07,0:29:58,0:18:21,0:03:20,1:52:46,1:52:46
20601,01919,0:54:59,0:29:00,0:17:38,0:03:17,1:52:50,1:52:50
20339,01920,0:53:24,0:29:19,0:17:30,0:03:30,1:52:50,1:52:50
21302,01921,0:51:42,0:29:44,0:18:49,0:03:55,1:52:52,1:52:52
23394,01922,0:53:54,0:28:55,0:17:27,0:03:20,1:52:52,1:52:52
20334,01923,0:53:31,0:29:25,0:17:46,0:03:28,1:52:53,1:52:53
23222,01924,0:53:45,0:29:49,0:17:14,0:03:10,1:52:54,1:52:54
21646,01925,0:53:56,0:28:54,0:17:19,0:03:27,1:52:55,1:52:55
21081,01926,0:54:08,0:29:20,0:17:39,0:03:23,1:52:55,1:52:55
21900,01927,0:53:06,0:30:15,0:17:34,0:03:18,1:52:56,1:52:56
20348,01928,0:54:00,0:27:50,0:18:20,0:03:30,1:52:58,1:52:58
20344,01929,0:49:39,0:30:52,0:19:55,0:03:51,1:53:00,1:53:00
21535,01930,0:52:33,0:29:35,0:18:26,0:03:37,1:53:02,1:53:02
23167,01931,0:52:47,0:29:38,0:18:11,0:03:31,1:53:05,1:53:05
20446,01932,0:53:12,0:29:38,0:17:24,0:03:21,1:53:05,1:53:05
20060,01933,0:47:51,0:32:41,0:20:54,0:03:17,1:53:06,1:53:06
23190,01934,0:52:46,0:29:41,0:18:04,0:03:30,1:53:06,1:53:06
20644,01935,0:53:29,0:30:05,0:16:58,0:03:29,1:53:07,1:53:07
21623,01936,0:53:16,0:29:12,0:17:59,0:03:33,1:53:09,1:53:09
23187,01937,0:52:58,0:30:05,0:17:52,0:03:27,1:53:09,1:53:09
21800,01938,0:52:57,0:29:59,0:17:55,0:03:24,1:53:10,1:53:10
23088,01939,0:52:58,0:30:06,0:17:51,0:03:25,1:53:11,1:53:11
21595,01940,0:51:59,0:29:36,0:18:33,0:03:38,1:53:13,1:53:13
20809,01941,0:55:31,0:28:34,0:17:27,0:03:14,1:53:14,1:53:14
20118,01942,0:54:03,0:28:50,0:17:28,0:03:20,1:53:15,1:53:15
20621,01943,0:54:22,0:29:27,0:17:17,0:03:20,1:53:15,1:53:15
20534,01944,0:52:41,0:29:41,0:18:20,0:03:34,1:53:16,1:53:16
20603,01945,0:54:23,0:29:27,0:17:29,0:03:11,1:53:16,1:53:16
23094,01946,0:53:01,0:29:57,0:18:16,0:03:30,1:53:17,1:53:17
20120,01947,0:53:01,0:29:20,0:18:20,0:03:31,1:53:19,1:53:19
20394,01948,0:52:29,0:29:56,0:18:20,0:03:37,1:53:20,1:53:20
23502,01949,0:50:06,0:29:55,0:21:09,0:03:45,1:53:20,1:53:20
21043,01950,0:52:16,0:30:25,0:18:04,0:03:38,1:53:21,1:53:21
20115,01951,0:53:18,0:29:18,0:17:54,0:03:09,1:53:22,1:53:22
20804,01952,0:53:56,0:29:30,0:17:31,0:03:15,1:53:22,1:53:22
20427,01953,0:53:53,0:29:22,0:17:32,0:03:28,1:53:22,1:53:22
20691,01954,0:52:12,0:30:11,0:18:30,0:03:44,1:53:24,1:53:24
23603,01955,0:52:56,0:29:59,0:17:58,0:03:34,1:53:24,1:53:24
21401,01956,0:52:57,0:29:59,0:17:58,0:03:34,1:53:25,1:53:25
21151,01957,0:52:26,0:29:50,0:18:39,0:03:43,1:53:30,1:53:30
20529,01958,0:52:45,0:30:17,0:19:07,0:03:48,1:53:31,1:53:31
20231,01959,0:53:18,0:30:19,0:17:46,0:03:25,1:53:33,1:53:33
21553,01960,0:55:25,0:29:07,0:16:42,0:03:08,1:53:35,1:53:35
21698,01961,0:53:42,0:28:38,0:17:56,0:03:31,1:53:40,1:53:40
21664,01962,0:52:33,0:29:39,0:18:13,0:03:31,1:53:41,1:53:41
20595,01963,0:50:16,0:31:37,0:19:48,0:03:28,1:53:42,1:53:42
23543,01964,0:55:04,0:29:11,0:16:58,0:03:06,1:53:42,1:53:42
20531,01965,0:52:31,0:29:37,0:18:38,0:03:54,1:53:43,1:53:43
20728,01966,0:53:59,0:29:51,0:17:38,0:03:21,1:53:46,1:53:46
20426,01967,0:54:11,0:29:46,0:17:36,0:03:18,1:53:49,1:53:49
21713,01968,0:55:37,0:28:13,0:17:01,0:03:14,1:53:49,1:53:49
21732,01969,0:52:11,0:29:47,0:18:52,0:03:53,1:53:50,1:53:50
23016,01970,0:52:49,0:29:43,0:18:39,0:03:31,1:53:52,1:53:52
21368,01971,0:54:27,0:29:52,0:17:08,0:03:29,1:53:52,1:53:52
21308,01972,0:53:26,0:29:48,0:18:13,0:03:36,1:53:53,1:53:53
20046,01973,0:51:57,0:30:24,0:19:15,0:03:44,1:53:54,1:53:54
20272,01974,0:53:01,0:29:50,0:18:12,0:03:28,1:53:56,1:53:56
20720,01975,0:53:01,0:30:10,0:17:57,0:03:35,1:53:57,1:53:57
20402,01976,0:53:39,0:29:36,0:18:06,0:03:27,1:53:58,1:53:58
21630,01977,0:55:25,0:29:07,0:17:03,0:03:12,1:54:00,1:54:00
21836,01978,0:53:36,0:29:27,0:17:47,0:03:36,1:54:01,1:54:01
20807,01979,0:52:55,0:30:19,0:17:58,0:03:39,1:54:01,1:54:01
20279,01980,0:53:57,0:29:25,0:18:09,0:03:36,1:54:02,1:54:02
23536,01981,0:52:43,0:29:57,0:18:28,0:03:33,1:54:02,1:54:02
23557,01982,0:52:15,0:30:23,0:18:32,0:03:34,1:54:02,1:54:02
20132,01983,0:53:30,0:29:50,0:18:14,0:03:30,1:54:03,1:54:03
20311,01984,0:53:30,0:29:50,0:18:15,0:03:29,1:54:03,1:54:03
21228,01985,0:53:29,0:29:51,0:18:14,0:03:30,1:54:03,1:54:03
21224,01986,0:53:30,0:29:49,0:18:15,0:03:30,1:54:03,1:54:03
20194,01987,0:54:40,0:29:33,0:17:17,0:03:18,1:54:06,1:54:06
20304,01988,0:52:55,0:29:50,0:19:17,0:03:38,1:54:06,1:54:06
20765,01989,0:52:46,0:29:56,0:18:32,0:03:40,1:54:08,1:54:08
20295,01990,0:53:41,0:30:21,0:17:54,0:03:25,1:54:10,1:54:10
20028,01991,0:54:58,0:30:06,0:16:58,0:03:11,1:54:11,1:54:11
20510,01992,0:53:51,0:30:00,0:18:04,0:03:32,1:54:12,1:54:12
21078,01993,0:54:15,0:28:52,0:18:17,0:03:45,1:54:13,1:54:13
20456,01994,0:53:45,0:29:48,0:18:24,0:03:40,1:54:13,1:54:13
21855,01995,0:53:06,0:29:52,0:18:19,0:03:35,1:54:14,1:54:14
20288,01996,0:54:04,0:29:49,0:17:50,0:03:29,1:54:18,1:54:18
21524,01997,0:52:29,0:29:44,0:19:03,0:03:52,1:54:18,1:54:18
20798,01998,0:54:27,0:29:36,0:17:59,0:03:30,1:54:19,1:54:19
20988,01999,0:52:58,0:30:18,0:18:36,0:03:45,1:54:19,1:54:19
20859,02000,0:53:46,0:29:20,0:18:03,0:03:40,1:54:20,1:54:20
23497,02001,0:54:07,0:29:11,0:18:03,0:03:31,1:54:20,1:54:20
20351,02002,0:54:19,0:30:19,0:17:26,0:03:19,1:54:23,1:54:23
21452,02003,0:53:29,0:29:58,0:18:02,0:03:34,1:54:27,1:54:27
20785,02004,0:53:00,0:30:02,0:18:23,0:03:36,1:54:27,1:54:27
20573,02005,0:53:42,0:29:55,0:18:07,0:03:36,1:54:28,1:54:28
21409,02006,0:53:19,0:30:20,0:18:33,0:03:36,1:54:29,1:54:29
21400,02007,0:53:19,0:30:20,0:18:33,0:03:36,1:54:29,1:54:29
20388,02008,0:53:39,0:30:13,0:18:14,0:03:37,1:54:30,1:54:30
20053,02009,0:54:02,0:30:12,0:17:56,0:03:35,1:54:34,1:54:34
21349,02010,0:54:52,0:29:26,0:17:15,0:03:18,1:54:35,1:54:35
20462,02011,0:53:58,0:30:09,0:18:10,0:03:20,1:54:36,1:54:36
20789,02012,0:53:14,0:30:05,0:18:55,0:03:48,1:54:40,1:54:40
21126,02013,0:53:07,0:30:34,0:18:08,0:03:30,1:54:42,1:54:42
21673,02014,0:53:27,0:29:59,0:18:35,0:03:40,1:54:43,1:54:43
20128,02015,0:53:00,0:30:13,0:18:36,0:03:34,1:54:43,1:54:43
20914,02016,0:53:42,0:30:18,0:18:22,0:03:32,1:54:44,1:54:44
21742,02017,0:53:41,0:30:18,0:18:19,0:03:37,1:54:46,1:54:46
21002,02018,0:54:53,0:29:13,0:17:42,0:03:35,1:54:47,1:54:47
20694,02019,1:00:47,0:30:45,0:17:54,0:03:01,1:54:51,1:54:51
23457,02020,0:54:06,0:29:49,0:18:22,0:03:27,1:54:52,1:54:52
20415,02021,0:52:56,0:30:21,0:19:10,0:03:43,1:54:56,1:54:56
21339,02022,0:58:12,0:29:29,0:14:54,0:02:52,1:54:57,1:54:57
20849,02023,0:52:41,0:30:15,0:19:10,0:03:37,1:54:58,1:54:58
20781,02024,,1:21:56,0:19:12,0:03:24,1:54:58,1:54:58
20183,02025,0:52:41,0:30:17,0:19:14,0:03:39,1:55:00,1:55:00
20631,02026,0:53:08,0:30:09,0:19:19,0:03:42,1:55:00,1:55:00
23208,02027,0:54:00,0:30:10,0:18:18,0:03:35,1:55:07,1:55:07
20209,02028,0:53:58,0:30:09,0:18:19,0:03:34,1:55:09,1:55:09
20359,02029,0:54:43,0:29:45,0:17:57,0:03:36,1:55:09,1:55:09
20703,02030,0:54:00,0:30:01,0:17:54,0:03:35,1:55:09,1:55:09
23220,02031,0:52:52,0:30:17,0:19:17,0:03:45,1:55:10,1:55:10
21687,02032,0:52:45,0:30:17,0:19:17,0:03:45,1:55:11,1:55:11
21403,02033,0:53:19,0:30:42,0:18:50,0:03:45,1:55:12,1:55:12
20741,02034,0:54:41,0:30:09,0:17:58,0:03:32,1:55:12,1:55:12
20340,02035,0:54:07,0:30:01,0:18:31,0:03:34,1:55:14,1:55:14
20337,02036,0:54:56,0:29:16,0:17:24,0:03:25,1:55:17,1:55:17
21775,02037,0:53:58,0:30:31,0:18:20,0:03:31,1:55:18,1:55:18
20793,02038,0:54:20,0:29:49,0:18:19,0:03:33,1:55:18,1:55:18
20207,02039,0:53:58,0:30:32,0:18:19,0:03:32,1:55:18,1:55:18
20363,02040,0:54:05,0:30:19,0:18:18,0:03:33,1:55:20,1:55:20
20609,02041,0:53:48,0:30:26,0:18:09,0:03:35,1:55:21,1:55:21
20139,02042,0:54:05,0:30:20,0:18:17,0:03:34,1:55:23,1:55:23
20185,02043,0:54:06,0:30:20,0:18:17,0:03:33,1:55:23,1:55:23
21500,02044,1:00:39,0:30:20,0:18:18,0:03:34,1:55:24,1:55:24
20814,02045,0:53:55,0:29:37,0:18:46,0:03:43,1:55:24,1:55:24
20374,02046,0:54:30,0:30:51,0:17:50,0:03:32,1:55:33,1:55:33
21141,02047,0:54:37,0:30:44,0:17:49,0:03:32,1:55:33,1:55:33
20444,02048,0:54:32,0:30:17,0:17:54,0:03:23,1:55:34,1:55:34
20792,02049,0:55:18,0:28:29,0:18:35,0:03:40,1:55:35,1:55:35
20892,02050,0:53:22,0:30:09,0:19:37,0:03:43,1:55:36,1:55:36
20667,02051,0:53:59,0:30:27,0:18:39,0:03:27,1:55:37,1:55:37
23101,02052,0:56:03,0:29:20,0:17:25,0:03:23,1:55:39,1:55:39
20265,02053,0:54:45,0:29:57,0:18:38,0:03:25,1:55:39,1:55:39
20390,02054,0:54:46,0:29:58,0:18:38,0:03:25,1:55:42,1:55:42
20657,02055,0:54:17,0:30:08,0:19:19,0:03:18,1:55:43,1:55:43
20460,02056,0:55:50,0:30:25,0:17:14,0:03:21,1:55:48,1:55:48
20773,02057,0:54:06,0:29:50,0:18:50,0:03:44,1:55:50,1:55:50
21714,02058,0:53:06,0:30:34,0:18:55,0:03:50,1:55:51,1:55:51
23276,02059,0:54:01,0:30:28,0:18:22,0:03:35,1:55:52,1:55:52
21111,02060,0:54:08,0:29:58,0:18:18,0:03:32,1:55:53,1:55:53
20173,02061,0:53:38,0:30:29,0:18:41,0:03:44,1:55:54,1:55:54
23486,02062,0:53:38,0:30:30,0:18:42,0:03:43,1:55:55,1:55:55
