Bib,ID,3.9k,Chip Time,Finish Time
50237,7088,0:18:12,0:33:27,0:34:10
50208,7089,0:18:36,0:33:30,0:34:14
53988,7090,0:18:32,0:33:30,0:33:44
53192,7091,0:18:23,0:33:31,0:34:14
53160,7092,0:18:27,0:33:39,0:33:53
53651,7093,0:18:35,0:33:39,0:33:42
50622,7094,0:18:32,0:33:40,0:33:48
50210,7095,0:18:14,0:33:42,0:36:51
53017,7096,0:18:17,0:33:45,0:33:55
53689,7097,,0:33:52,0:33:52
50055,7098,0:18:44,0:33:52,0:33:54
53025,7099,0:19:03,0:33:55,0:33:59
50181,7100,0:18:31,0:33:56,0:34:06
53189,7101,0:18:32,0:33:57,0:34:06
50232,7102,0:20:17,0:33:58,0:34:08
50753,7103,0:18:24,0:34:04,0:34:21
50343,7104,0:19:04,0:34:04,0:34:40
50342,7105,0:19:07,0:34:04,0:34:41
54050,7106,0:17:39,0:34:04,0:34:47
50471,7107,0:17:38,0:34:05,0:34:46
53375,7108,0:19:13,0:34:06,0:34:18
50144,7109,0:18:35,0:34:08,0:34:10
53319,7110,0:18:30,0:34:09,0:34:13
50511,7111,0:18:49,0:34:10,0:34:29
50390,7112,0:19:01,0:34:14,0:34:38
50275,7113,0:18:11,0:34:14,0:34:41
53471,7114,0:18:48,0:34:15,0:34:17
50399,7115,0:17:42,0:34:17,0:34:45
50380,7116,0:18:48,0:34:19,0:34:24
53074,7117,0:19:15,0:34:36,0:34:45
50108,7118,0:19:45,0:34:36,0:34:38
53438,7119,0:18:48,0:34:37,0:35:12
50087,7120,0:18:53,0:34:38,0:34:42
50693,7121,0:19:08,0:34:39,0:35:06
