bib,ID,5.5k,8.9k,Chip Time,Finish Time
10197,04733,0:29:35,0:22:03,1:07:13,1:07:55
10378,04734,0:28:21,0:22:54,1:07:14,1:07:36
13420,04735,0:28:32,0:22:47,1:07:14,1:07:36
10335,04736,0:29:44,0:22:01,1:07:15,1:07:34
10758,04737,0:29:27,0:22:46,1:07:16,1:07:32
10055,04738,0:32:12,0:20:09,1:07:18,1:07:51
10440,04739,0:28:26,0:24:32,1:07:21,1:07:27
10151,04740,0:29:32,0:22:52,1:07:23,1:07:25
10275,04741,0:29:02,0:22:45,1:07:24,1:07:50
13130,04742,0:29:09,0:22:38,1:07:24,1:07:50
10527,04743,0:29:57,0:21:17,1:07:26,1:07:59
10632,04744,0:30:07,0:21:19,1:07:34,1:08:11
13330,04745,0:28:51,0:24:08,1:07:35,1:07:37
10173,04746,0:29:20,0:22:54,1:07:35,1:08:36
13035,04747,0:28:35,0:23:34,1:07:36,1:07:54
13361,04748,0:29:19,0:23:20,1:07:37,1:07:39
13609,04749,0:29:17,0:23:16,1:07:37,1:07:53
13365,04750,0:30:07,0:22:04,1:07:37,1:08:04
10523,04751,0:28:26,0:23:28,1:07:40,1:08:04
10190,04752,0:29:42,0:21:54,1:07:41,1:08:03
13317,04753,0:30:26,0:22:17,1:07:42,1:07:47
11022,04754,0:28:31,0:24:05,1:07:42,1:08:04
13195,04755,0:28:57,0:23:01,1:07:44,1:07:59
10388,04756,0:28:49,0:23:08,1:07:45,1:07:59
13196,04757,0:28:57,0:23:01,1:07:47,1:08:01
10382,04758,0:28:23,0:23:34,1:07:48,1:08:33
13096,04759,0:29:47,0:22:01,1:07:50,1:08:22
10433,04760,0:29:56,0:21:42,1:07:51,1:08:19
10157,04761,0:29:53,0:22:10,1:07:51,1:08:01
10358,04762,0:29:50,0:22:29,1:07:51,1:08:26
10742,04763,0:30:41,0:21:56,1:07:52,1:08:24
10432,04764,0:29:48,0:21:50,1:07:52,1:08:19
10944,04765,0:31:57,0:22:53,1:07:52,1:07:54
10943,04766,0:31:56,0:23:04,1:07:52,1:07:54
10357,04767,0:29:08,0:23:02,1:07:55,1:08:20
13422,04768,0:29:45,0:24:14,1:07:59,1:08:09
11011,04769,0:29:24,0:23:07,1:08:01,1:08:17
10337,04770,0:29:55,0:22:52,1:08:02,1:08:29
13207,04771,0:29:09,0:23:45,1:08:04,1:08:19
13553,04772,0:29:34,0:23:00,1:08:05,1:08:06
13554,04773,0:29:35,0:23:00,1:08:05,1:08:06
10843,04774,0:30:37,0:21:26,1:08:05,1:08:57
10841,04775,0:30:37,0:21:28,1:08:05,1:08:57
13552,04776,0:29:34,0:23:01,1:08:05,1:08:06
10136,04777,0:29:02,0:23:39,1:08:06,1:08:25
10169,04778,0:29:21,0:22:43,1:08:06,1:08:18
10914,04779,0:31:02,0:22:05,1:08:08,1:08:09
10665,04780,0:29:56,0:22:35,1:08:09,1:08:27
10469,04781,0:29:55,0:23:17,1:08:10,1:09:00
10244,04782,0:29:21,0:22:44,1:08:12,1:08:24
10065,04783,0:30:08,0:21:39,1:08:15,1:09:15
10503,04784,0:28:36,0:25:29,1:08:20,1:08:40
10561,04785,0:30:44,0:21:55,1:08:22,1:09:04
10540,04786,0:30:44,0:21:55,1:08:22,1:09:04
10980,04787,0:29:40,0:23:52,1:08:23,1:08:34
13238,04788,0:29:56,0:22:21,1:08:23,1:08:31
10059,04789,0:30:55,0:21:47,1:08:26,1:09:21
13020,04790,0:31:02,0:21:41,1:08:27,1:09:21
10530,04791,0:30:19,0:21:44,1:08:28,1:11:33
13043,04792,0:29:37,0:23:06,1:08:29,1:08:46
10946,04793,0:25:48,0:21:52,1:08:30,1:08:32
13648,04794,0:29:46,0:23:28,1:08:30,1:09:23
10607,04795,0:29:39,0:22:59,1:08:36,1:09:14
13175,04796,0:30:36,0:23:14,1:08:38,1:08:38
10899,04797,0:30:39,0:22:49,1:08:44,1:08:45
13391,04798,0:30:25,0:22:00,1:08:45,1:08:56
13385,04799,0:30:25,0:22:00,1:08:45,1:08:56
13632,04800,0:30:21,0:23:11,1:08:45,1:09:42
10940,04801,0:29:36,0:23:24,1:08:46,1:09:00
10085,04802,0:29:25,0:23:03,1:08:46,1:09:23
10404,04803,0:31:19,0:21:50,1:08:46,1:09:30
13406,04804,0:29:49,0:23:29,1:08:47,1:09:14
10673,04805,0:29:59,0:23:21,1:08:50,1:09:16
13405,04806,0:29:52,0:23:26,1:08:51,1:09:19
13410,04807,0:29:40,0:23:14,1:08:53,1:09:02
13485,04808,0:29:46,0:23:08,1:08:53,1:09:03
13417,04809,0:29:58,0:22:54,1:08:57,1:09:20
10013,04810,0:30:54,0:22:36,1:08:57,1:09:18
10544,04811,0:30:52,0:21:56,1:08:59,1:10:02
13083,04812,0:30:37,0:23:43,1:08:59,1:09:01
13565,04813,0:29:12,0:24:04,1:09:01,1:09:19
13084,04814,0:30:36,0:23:42,1:09:04,1:09:05
13595,04815,0:30:02,0:23:36,1:09:04,1:09:11
10365,04816,0:30:21,0:23:18,1:09:05,1:10:01
10024,04817,0:28:03,0:24:35,1:09:06,1:09:57
10347,04818,0:29:13,0:24:20,1:09:06,1:09:45
10233,04819,0:29:49,0:23:40,1:09:07,1:09:39
13085,04820,0:30:34,0:23:46,1:09:08,1:09:10
10272,04821,0:29:54,0:23:39,1:09:08,1:09:39
10419,04822,0:30:58,0:21:10,1:09:09,1:09:39
13643,04823,0:29:48,0:22:43,1:09:09,1:09:26
10212,04824,0:29:48,0:23:40,1:09:10,1:09:39
10672,04825,0:30:29,0:23:15,1:09:12,1:09:20
13172,04826,0:30:07,0:23:11,1:09:14,1:09:35
13458,04827,0:29:50,0:24:43,1:09:16,1:09:20
13375,04828,0:30:40,0:23:00,1:09:18,1:09:34
11019,04829,0:30:37,0:21:24,1:09:18,1:10:20
10354,04830,0:29:48,0:24:10,1:09:19,1:09:59
10346,04831,0:29:43,0:24:14,1:09:20,1:09:59
10560,04832,0:30:44,0:22:01,1:09:21,1:10:02
10848,04833,0:31:22,0:22:47,1:09:23,1:09:26
10896,04834,0:30:25,0:23:23,1:09:26,1:11:15
13353,04835,0:30:21,0:23:27,1:09:26,1:11:15
10112,04836,0:30:21,0:23:57,1:09:27,1:09:42
13431,04837,0:30:26,0:23:22,1:09:30,1:10:07
13021,04838,0:30:18,0:23:31,1:09:31,1:10:09
10159,04839,0:30:21,0:23:32,1:09:33,1:10:19
10455,04840,0:30:32,0:22:51,1:09:40,1:10:24
10834,04841,0:30:27,0:23:48,1:09:57,1:10:11
10476,04842,0:30:26,0:23:45,1:10:02,1:10:33
13386,04843,0:29:47,0:23:50,1:10:02,1:10:10
10645,04844,0:29:47,0:23:51,1:10:02,1:10:10
10220,04845,0:30:01,0:24:20,1:10:02,1:10:15
10646,04846,0:31:12,0:23:30,1:10:05,1:10:15
13395,04847,0:31:12,0:23:29,1:10:05,1:10:15
10709,04848,0:30:09,0:24:10,1:10:06,1:10:09
10753,04849,0:30:53,0:23:20,1:10:09,1:10:57
10313,04850,0:30:18,0:24:45,1:10:09,1:10:09
10442,04851,0:27:22,0:27:39,1:10:11,1:10:41
10232,04852,0:32:38,0:22:48,1:10:11,1:10:40
13255,04853,0:29:41,0:24:31,1:10:12,1:10:21
10116,04854,0:30:40,0:23:20,1:10:13,1:11:09
13170,04855,0:32:24,0:21:18,1:10:15,1:10:34
10333,04856,0:31:11,0:22:52,1:10:15,1:10:38
10070,04857,0:30:43,0:22:54,1:10:16,1:10:49
10348,04858,0:31:06,0:23:11,1:10:17,1:10:58
10605,04859,0:29:50,0:24:09,1:10:19,1:11:06
10643,04860,0:30:35,0:23:57,1:10:19,1:10:30
13392,04861,0:30:29,0:24:03,1:10:20,1:10:30
13140,04862,0:30:30,0:23:42,1:10:20,1:10:31
13562,04863,0:30:01,0:24:00,1:10:21,1:10:54
13113,04864,0:30:02,0:23:59,1:10:23,1:10:54
10878,04865,0:31:14,0:23:13,1:10:23,1:10:49
10879,04866,0:31:21,0:23:07,1:10:24,1:10:49
10134,04867,0:32:27,0:23:26,1:10:26,1:10:37
10374,04868,0:30:13,0:24:18,1:10:27,1:10:36
13326,04869,0:30:04,0:24:01,1:10:29,1:10:37
13070,04870,0:31:49,0:23:19,1:10:29,1:10:38
13074,04871,0:30:58,0:24:10,1:10:29,1:10:39
10083,04872,0:32:29,0:23:25,1:10:32,1:10:58
10964,04873,0:30:14,0:24:12,1:10:33,1:10:36
13139,04874,0:30:07,0:24:18,1:10:34,1:10:36
13137,04875,0:31:22,0:23:23,1:10:35,1:10:39
10217,04876,0:31:16,0:23:47,1:10:35,1:10:55
10218,04877,0:31:11,0:23:52,1:10:36,1:10:55
10894,04878,0:32:28,0:22:20,1:10:37,1:10:43
13494,04879,0:32:21,0:22:27,1:10:37,1:10:43
13489,04880,0:30:25,0:24:34,1:10:39,1:11:22
10750,04881,0:31:58,0:23:46,1:10:39,1:11:37
10293,04882,,0:27:48,1:10:40,1:10:40
10725,04883,0:30:32,0:24:26,1:10:40,1:11:22
10658,04884,0:31:04,0:23:07,1:10:43,1:11:36
10735,04885,0:29:12,0:25:34,1:10:47,1:10:50
13455,04886,0:29:05,0:25:46,1:10:49,1:10:50
13387,04887,0:31:29,0:23:45,1:10:49,1:10:57
10555,04888,0:30:29,0:25:00,1:10:50,1:11:32
10689,04889,0:31:23,0:22:22,1:10:55,1:11:41
10840,04890,0:32:46,0:24:39,1:10:55,1:10:56
13670,04891,0:30:45,0:24:27,1:10:57,1:10:59
13349,04892,0:34:07,0:22:39,1:10:59,1:11:13
10053,04893,0:31:10,0:24:12,1:11:04,1:11:10
10131,04894,0:31:20,0:24:17,1:11:07,1:11:34
13068,04895,0:31:13,0:24:24,1:11:07,1:11:34
10129,04896,0:31:19,0:24:17,1:11:08,1:11:35
10031,04897,0:30:16,0:25:20,1:11:08,1:11:18
13396,04898,0:31:48,0:23:40,1:11:11,1:11:20
13381,04899,0:31:55,0:23:34,1:11:11,1:11:20
13136,04900,0:31:21,0:23:34,1:11:12,1:11:16
13197,04901,0:28:54,0:27:29,1:11:12,1:11:19
10781,04902,0:32:45,0:23:51,1:11:16,1:11:21
10481,04903,0:32:25,0:22:33,1:11:17,1:11:43
13339,04904,0:29:48,0:27:10,1:11:18,1:11:21
10370,04905,0:31:23,0:24:04,1:11:18,1:11:30
13116,04906,0:31:37,0:23:26,1:11:19,1:11:48
10324,04907,0:31:40,0:23:43,1:11:19,1:11:38
13593,04908,0:30:50,0:25:27,1:11:19,1:11:25
10924,04909,0:31:57,0:22:25,1:11:20,1:11:53
10314,04910,0:31:58,0:23:25,1:11:20,1:12:08
10598,04911,0:29:50,0:24:25,1:11:20,1:11:41
13460,04912,,0:54:24,1:11:21,1:11:50
10424,04913,0:30:03,0:25:27,1:11:22,1:11:45
10731,04914,0:31:21,0:23:52,1:11:24,1:12:05
13028,04915,0:31:06,0:24:30,1:11:28,1:11:30
13269,04916,0:31:15,0:23:29,1:11:28,1:11:48
10525,04917,0:31:12,0:24:41,1:11:32,1:12:06
10304,04918,0:31:39,0:25:04,1:11:33,1:11:49
13350,04919,0:30:58,0:23:54,1:11:33,1:12:00
13067,04920,0:31:06,0:24:42,1:11:34,1:11:45
13069,04921,0:31:22,0:24:17,1:11:35,1:11:44
10268,04922,0:31:24,0:24:05,1:11:39,1:11:57
13399,04923,0:31:07,0:23:45,1:11:40,1:12:38
10796,04924,0:31:23,0:25:17,1:11:43,1:12:12
10877,04925,0:28:59,0:30:39,1:11:48,1:12:02
10245,04926,0:31:39,0:26:43,1:11:48,1:11:54
10805,04927,0:31:11,0:24:53,1:11:52,1:12:16
10262,04928,0:29:47,0:25:19,1:11:52,1:11:58
13657,04929,0:30:49,0:24:48,1:11:55,1:12:03
13334,04930,0:29:57,0:25:26,1:11:56,1:12:45
13633,04931,0:30:43,0:24:54,1:11:56,1:12:05
13090,04932,0:31:16,0:24:37,1:11:57,1:12:00
10619,04933,0:32:09,0:23:41,1:11:58,1:12:14
10728,04934,0:30:10,0:26:33,1:12:00,1:12:23
13271,04935,0:30:58,0:23:52,1:12:01,1:12:22
13056,04936,0:31:00,0:24:43,1:12:11,1:12:27
10168,04937,0:31:07,0:24:56,1:12:16,1:12:32
10918,04938,0:31:12,0:23:42,1:12:18,1:13:16
10699,04939,0:31:31,0:25:41,1:12:20,1:13:03
10975,04940,0:32:12,0:24:28,1:12:26,1:12:40
10257,04941,0:30:46,0:25:00,1:12:34,1:13:09
13604,04942,0:30:57,0:25:24,1:12:36,1:12:44
13049,04943,0:31:07,0:24:53,1:12:39,1:12:48
13029,04944,0:31:26,0:24:00,1:12:41,1:13:32
13151,04945,0:31:26,0:24:24,1:12:41,1:12:44
13525,04946,0:31:09,0:24:21,1:12:42,1:13:10
13309,04947,0:34:33,0:21:50,1:12:44,1:13:01
13190,04948,0:31:09,0:24:21,1:12:45,1:13:12
10360,04949,0:31:14,0:24:15,1:12:46,1:13:12
13415,04950,0:30:12,0:26:35,1:12:46,1:12:52
10684,04951,0:31:39,0:25:24,1:12:47,1:13:04
13263,04952,0:31:49,0:25:57,1:12:48,1:13:33
13060,04953,0:31:21,0:24:41,1:12:50,1:13:39
10032,04954,0:32:30,0:24:03,1:12:51,1:13:23
10526,04955,0:32:45,0:26:10,1:12:51,1:13:26
13480,04956,0:32:19,0:25:04,1:12:52,1:13:06
10063,04957,0:32:23,0:23:59,1:12:56,1:13:24
13322,04958,0:32:22,0:23:57,1:12:58,1:13:24
10309,04959,0:29:49,0:27:26,1:12:59,1:13:05
10187,04960,0:32:20,0:24:26,1:13:00,1:13:09
13265,04961,0:32:02,0:24:04,1:13:00,1:13:20
10321,04962,0:32:07,0:23:59,1:13:01,1:13:20
13226,04963,0:31:45,0:25:20,1:13:02,1:13:23
13024,04964,0:30:16,0:26:41,1:13:03,1:13:37
10994,04965,0:31:17,0:25:29,1:13:06,1:13:22
10545,04966,0:31:21,0:21:13,1:13:06,1:13:38
10308,04967,0:29:50,0:27:25,1:13:07,1:13:12
10748,04968,0:32:41,0:26:08,1:13:07,1:13:24
13053,04969,0:31:11,0:25:19,1:13:08,1:13:17
10908,04970,0:31:24,0:25:20,1:13:09,1:13:09
13044,04971,0:32:28,0:23:57,1:13:09,1:13:54
13124,04972,0:31:02,0:25:41,1:13:10,1:13:39
10804,04973,0:32:16,0:23:30,1:13:10,1:13:44
13545,04974,0:31:35,0:24:54,1:13:12,1:14:01
13212,04975,0:33:01,0:24:00,1:13:13,1:13:34
10828,04976,0:31:35,0:24:55,1:13:14,1:14:02
10807,04977,0:41:53,0:23:30,1:13:14,1:13:42
10667,04978,0:35:08,0:24:17,1:13:15,1:14:00
10420,04979,0:32:45,0:23:54,1:13:20,1:14:20
13243,04980,0:32:47,0:23:47,1:13:20,1:13:46
10144,04981,0:32:13,0:24:08,1:13:27,1:14:08
10014,04982,0:33:04,0:24:09,1:13:27,1:14:20
10175,04983,0:33:27,0:24:12,1:13:28,1:13:30
10145,04984,0:32:54,0:24:21,1:13:29,1:14:10
13488,04985,0:31:50,0:24:19,1:13:30,1:13:56
10589,04986,0:32:52,0:23:42,1:13:31,1:13:57
13026,04987,0:32:40,0:24:09,1:13:31,1:14:12
13254,04988,0:30:46,0:26:09,1:13:31,1:13:41
10108,04989,0:32:49,0:23:47,1:13:31,1:13:57
10117,04990,0:31:49,0:24:19,1:13:32,1:13:55
10066,04991,0:32:32,0:24:17,1:13:33,1:14:12
10097,04992,0:33:01,0:24:12,1:13:34,1:14:32
10559,04993,0:31:38,0:24:25,1:13:35,1:14:05
10537,04994,0:32:54,0:26:04,1:13:37,1:13:46
10487,04995,0:31:54,0:24:58,1:13:39,1:14:06
13647,04996,0:33:55,0:25:11,1:13:39,1:13:40
13165,04997,0:31:20,0:25:31,1:13:49,1:14:31
10122,04998,0:31:19,0:25:32,1:13:49,1:14:31
10835,04999,0:32:22,0:24:18,1:13:51,1:14:20
10829,05000,0:34:33,0:23:49,1:13:57,1:14:57
13580,05001,0:32:06,0:25:05,1:13:59,1:14:44
13578,05002,0:31:58,0:25:13,1:13:59,1:14:44
10538,05003,0:32:53,0:24:21,1:14:00,1:14:57
10494,05004,0:33:24,0:23:51,1:14:01,1:14:50
10160,05005,0:33:58,0:23:57,1:14:07,1:15:05
10396,05006,0:33:57,0:23:59,1:14:09,1:15:04
13307,05007,0:32:56,0:24:57,1:14:10,1:14:40
10867,05008,0:34:14,0:23:43,1:14:11,1:14:25
10023,05009,0:30:53,0:27:29,1:14:13,1:15:03
10488,05010,0:33:25,0:23:50,1:14:14,1:14:50
10121,05011,0:32:31,0:24:54,1:14:16,1:15:02
13274,05012,0:31:22,0:26:03,1:14:17,1:14:55
13064,05013,0:32:31,0:24:54,1:14:17,1:15:02
13173,05014,0:32:32,0:24:56,1:14:18,1:14:47
10274,05015,0:34:01,0:23:58,1:14:20,1:15:15
10361,05016,0:35:02,0:22:55,1:14:21,1:14:47
10737,05017,0:33:30,0:23:49,1:14:25,1:14:56
13294,05018,0:32:12,0:25:28,1:14:29,1:14:52
13201,05019,0:32:01,0:24:27,1:14:32,1:15:15
10371,05020,0:32:00,0:24:28,1:14:32,1:15:16
10780,05021,0:32:17,0:25:16,1:14:35,1:14:59
10409,05022,0:33:41,0:24:05,1:14:36,1:15:01
13222,05023,0:31:49,0:26:48,1:14:36,1:15:09
10666,05024,0:33:19,0:24:27,1:14:37,1:15:24
13089,05025,0:31:52,0:25:53,1:14:37,1:15:17
10338,05026,0:32:39,0:25:39,1:14:38,1:15:24
13556,05027,0:33:23,0:24:35,1:14:40,1:14:52
10859,05028,0:33:24,0:24:33,1:14:40,1:14:51
13214,05029,0:33:01,0:24:54,1:14:41,1:16:08
10884,05030,0:33:16,0:24:55,1:14:42,1:16:09
13615,05031,0:32:24,0:25:41,1:14:43,1:14:49
13075,05032,0:32:31,0:25:53,1:14:44,1:14:49
13216,05033,0:32:51,0:25:03,1:14:45,1:16:11
13574,05034,0:30:32,0:27:20,1:14:49,1:15:03
10752,05035,0:33:38,0:23:42,1:14:49,1:15:18
13605,05036,0:33:08,0:24:59,1:14:51,1:15:05
10058,05037,0:30:16,0:26:42,1:14:51,1:15:23
10366,05038,0:34:39,0:24:36,1:14:51,1:15:35
13167,05039,0:33:20,0:25:07,1:14:53,1:15:14
10236,05040,0:32:58,0:26:01,1:14:54,1:15:05
10694,05041,0:32:05,0:26:08,1:14:56,1:14:58
13155,05042,0:33:54,0:24:17,1:14:58,1:15:37
10095,05043,0:33:51,0:27:29,1:14:58,1:15:02
10521,05044,0:33:03,0:24:58,1:15:01,1:15:47
10622,05045,0:32:49,0:24:45,1:15:02,1:15:46
10297,05046,0:32:46,0:24:22,1:15:03,1:15:39
13587,05047,0:33:10,0:25:37,1:15:03,1:15:18
10706,05048,0:32:32,0:24:54,1:15:04,1:15:38
10511,05049,0:33:16,0:25:20,1:15:05,1:15:24
10046,05050,0:31:36,0:28:10,1:15:07,1:15:18
13092,05051,0:32:45,0:24:59,1:15:10,1:15:28
13304,05052,0:31:49,0:26:53,1:15:10,1:15:53
10861,05053,0:31:09,0:26:52,1:15:10,1:15:42
11066,05054,0:34:20,0:25:38,1:15:13,1:16:12
10068,05055,0:32:49,0:25:08,1:15:15,1:15:32
13211,05056,0:32:11,0:26:00,1:15:16,1:15:52
13131,05057,0:33:14,0:25:23,1:15:17,1:17:42
10049,05058,0:33:23,0:24:44,1:15:18,1:15:50
13150,05059,0:32:06,0:26:41,1:15:18,1:15:21
13259,05060,0:32:05,0:26:43,1:15:19,1:15:21
13389,05061,0:33:26,0:24:46,1:15:19,1:16:06
13606,05062,0:33:32,0:24:51,1:15:24,1:15:34
13522,05063,0:32:08,0:25:58,1:15:25,1:15:27
10430,05064,0:32:46,0:25:00,1:15:27,1:16:09
10077,05065,0:33:08,0:24:57,1:15:27,1:16:23
10468,05066,0:33:44,0:24:47,1:15:29,1:16:02
10241,05067,0:32:16,0:25:31,1:15:30,1:15:56
10400,05068,0:32:24,0:25:28,1:15:35,1:16:01
10261,05069,0:32:06,0:27:13,1:15:36,1:15:51
10912,05070,0:31:59,0:26:33,1:15:37,1:15:55
13465,05071,0:32:26,0:26:49,1:15:38,1:15:45
13267,05072,0:33:01,0:25:35,1:15:42,1:16:36
13575,05073,0:32:24,0:26:09,1:15:43,1:16:30
11003,05074,0:34:37,0:24:30,1:15:43,1:16:00
13491,05075,0:33:40,0:26:07,1:15:43,1:15:47
13270,05076,0:33:29,0:25:08,1:15:45,1:16:36
10893,05077,0:32:11,0:26:01,1:15:47,1:16:21
13346,05078,0:34:01,0:24:54,1:15:48,1:16:46
10126,05079,0:32:48,0:26:11,1:15:51,1:16:18
13520,05080,0:33:35,0:26:29,1:15:53,1:16:23
13205,05081,0:33:01,0:27:30,1:15:56,1:16:05
13236,05082,0:33:24,0:26:33,1:15:58,1:16:11
13421,05083,0:30:05,0:28:09,1:15:58,1:16:11
13091,05084,0:34:04,0:24:56,1:15:58,1:16:38
10170,05085,0:33:57,0:25:02,1:15:59,1:16:38
10429,05086,0:33:54,0:24:48,1:16:03,1:16:26
10299,05087,0:32:21,0:27:26,1:16:10,1:16:19
10042,05088,0:33:26,0:26:07,1:16:10,1:16:49
10316,05089,0:32:28,0:26:18,1:16:12,1:16:50
13039,05090,0:33:36,0:26:21,1:16:13,1:16:45
10533,05091,0:34:51,0:25:27,1:16:15,1:17:04
13484,05092,,0:27:24,1:16:16,1:16:16
13468,05093,0:33:13,0:25:30,1:16:21,1:16:31
10517,05094,0:32:14,0:28:30,1:16:25,1:16:47
10101,05095,0:32:09,0:28:38,1:16:25,1:16:47
10852,05096,0:32:37,0:26:27,1:16:28,1:16:49
13192,05097,0:32:28,0:27:41,1:16:30,1:18:44
13019,05098,0:32:13,0:27:52,1:16:31,1:16:33
10300,05099,0:34:17,0:24:53,1:16:32,1:17:22
10369,05100,0:34:47,0:23:17,1:16:33,1:18:01
13407,05101,0:32:46,0:28:14,1:16:33,1:16:34
13030,05102,0:33:34,0:25:30,1:16:34,1:16:39
13435,05103,0:34:21,0:25:45,1:16:35,1:17:10
10691,05104,0:34:10,0:25:18,1:16:37,1:17:25
13258,05105,0:34:04,0:25:25,1:16:37,1:17:25
13213,05106,0:33:38,0:25:57,1:16:43,1:18:09
10723,05107,0:32:45,0:27:14,1:16:43,1:16:56
13108,05108,0:34:02,0:26:25,1:16:50,1:17:04
13187,05109,0:32:54,0:27:09,1:16:52,1:17:00
10350,05110,0:32:18,0:27:56,1:16:53,1:17:33
10707,05111,0:34:10,0:25:27,1:16:53,1:17:44
13157,05112,0:33:31,0:27:26,1:16:53,1:17:02
13311,05113,0:33:48,0:25:40,1:16:55,1:17:20
10205,05114,0:34:41,0:26:08,1:16:57,1:17:16
13313,05115,0:33:49,0:25:38,1:16:58,1:17:21
13627,05116,0:33:19,0:26:23,1:16:59,1:17:13
13120,05117,0:34:43,0:24:52,1:17:00,1:17:12
10074,05118,0:32:45,0:26:30,1:17:00,1:17:15
10860,05119,0:35:13,0:24:24,1:17:01,1:17:46
13342,05120,0:32:58,0:27:28,1:17:09,1:17:09
13127,05121,0:30:37,0:28:38,1:17:10,1:17:33
10813,05122,0:32:54,0:26:28,1:17:18,1:17:50
10532,05123,0:35:30,0:25:32,1:17:19,1:17:41
10910,05124,,,1:17:22,1:17:22
13352,05125,0:34:03,0:26:10,1:17:24,1:18:17
10407,05126,0:33:23,0:26:07,1:17:27,1:17:56
10714,05127,0:34:37,0:25:53,1:17:29,1:18:26
13457,05128,0:33:19,0:28:02,1:17:32,1:17:36
10614,05129,0:33:56,0:27:07,1:17:33,1:17:45
13357,05130,0:32:59,0:30:22,1:17:35,1:17:43
10516,05131,0:34:48,0:30:14,1:17:39,1:17:47
10486,05132,0:35:17,0:25:30,1:17:40,1:18:21
10105,05133,0:33:00,0:30:23,1:17:40,1:17:47
13295,05134,0:34:07,0:26:29,1:17:41,1:18:12
10395,05135,0:35:36,0:26:12,1:17:41,1:17:59
10266,05136,0:33:06,0:28:00,1:17:42,1:18:20
13376,05137,0:34:02,0:26:05,1:17:46,1:18:15
10656,05138,0:32:06,0:27:28,1:17:46,1:18:26
13369,05139,0:33:54,0:26:14,1:17:50,1:18:18
10939,05140,0:34:31,0:26:01,1:17:51,1:18:24
10670,05141,0:33:29,0:26:28,1:17:51,1:18:07
10380,05142,0:34:31,0:26:32,1:17:52,1:18:05
10671,05143,0:33:31,0:26:27,1:17:56,1:18:12
10155,05144,0:36:16,0:24:47,1:18:02,1:18:49
10652,05145,0:35:09,0:25:42,1:18:07,1:18:47
10375,05146,0:35:10,0:25:54,1:18:08,1:18:40
13142,05147,0:34:27,0:26:56,1:18:10,1:19:03
10193,05148,0:32:28,0:27:56,1:18:11,1:18:32
10143,05149,0:36:49,0:23:08,1:18:11,1:18:53
13496,05150,0:33:51,0:27:18,1:18:13,1:18:18
10578,05151,0:36:08,0:25:49,1:18:14,1:18:18
10655,05152,0:34:10,0:25:43,1:18:15,1:19:11
13185,05153,0:34:01,0:26:29,1:18:25,1:18:58
13464,05154,0:34:31,0:26:34,1:18:28,1:19:10
13022,05155,0:32:25,0:29:36,1:18:29,1:19:02
13282,05156,0:36:14,0:25:41,1:18:30,1:18:46
13446,05157,0:32:20,0:27:46,1:18:33,1:18:59
13184,05158,0:34:00,0:26:30,1:18:36,1:19:09
10437,05159,0:36:49,0:26:08,1:18:40,1:19:09
10596,05160,0:34:31,0:26:42,1:18:42,1:19:06
10909,05161,0:34:27,0:27:42,1:18:44,1:18:44
13220,05162,0:34:57,0:26:04,1:18:49,1:19:21
10615,05163,0:34:45,0:26:18,1:18:50,1:19:02
13380,05164,0:34:44,0:26:18,1:18:50,1:19:02
13378,05165,0:34:33,0:26:27,1:18:51,1:19:26
10593,05166,0:34:27,0:26:33,1:18:51,1:19:26
10580,05167,0:34:17,0:26:44,1:18:52,1:19:26
13198,05168,0:34:31,0:26:28,1:18:52,1:19:26
10587,05169,0:42:57,0:26:36,1:18:52,1:19:26
13567,05170,0:33:54,0:27:46,1:18:54,1:19:12
10438,05171,0:34:09,0:27:55,1:19:14,1:19:24
13610,05172,0:33:58,0:27:18,1:19:15,1:19:25
13266,05173,0:35:00,0:26:26,1:19:16,1:19:35
10323,05174,0:35:06,0:27:23,1:19:18,1:20:00
10682,05175,0:35:47,0:27:16,1:19:19,1:19:29
13409,05176,0:35:46,0:27:17,1:19:20,1:19:29
10865,05177,0:35:01,0:26:29,1:19:20,1:20:12
13078,05178,0:37:12,0:24:43,1:19:21,1:19:36
13080,05179,0:37:04,0:24:52,1:19:22,1:19:36
13076,05180,0:34:32,0:28:27,1:19:22,1:19:54
10478,05181,0:34:32,0:28:28,1:19:23,1:19:54
13423,05182,0:34:25,0:27:03,1:19:24,1:19:52
13181,05183,0:34:31,0:26:55,1:19:25,1:19:54
10166,05184,0:34:51,0:28:04,1:19:26,1:19:51
13400,05185,0:34:24,0:27:06,1:19:28,1:19:44
10839,05186,0:33:58,0:28:45,1:19:31,1:20:23
10389,05187,0:33:35,0:27:42,1:19:33,1:19:58
10543,05188,0:33:25,0:28:17,1:19:35,1:20:25
10903,05189,0:36:10,0:25:40,1:19:38,1:20:08
13287,05190,0:35:13,0:26:30,1:19:39,1:20:13
10565,05191,0:35:30,0:28:32,1:19:39,1:19:57
10336,05192,0:36:18,0:25:31,1:19:39,1:20:08
13569,05193,,0:31:03,1:19:40,1:19:40
10842,05194,0:30:31,0:31:34,1:19:41,1:20:31
10711,05195,0:34:50,0:27:05,1:19:43,1:20:36
13045,05196,0:35:28,0:27:20,1:19:44,1:19:58
13038,05197,0:35:06,0:27:25,1:19:47,1:20:20
10243,05198,0:34:45,0:27:57,1:19:48,1:20:13
