Bib,ID,14.4k,25.8k,32.3k,37.9k,Chip Time,Finish Time
41049,00994,1:14:41,1:13:57,0:51:10,0:44:03,4:38:49,4:38:49
40514,00995,1:25:43,1:09:18,0:42:37,0:45:39,4:38:55,4:38:55
40815,00996,1:23:12,1:08:18,0:45:20,0:42:34,4:38:55,4:38:55
40974,00997,1:43:52,1:15:16,0:37:13,0:32:39,4:39:07,4:39:07
41027,00998,1:23:09,1:08:37,0:45:03,0:45:39,4:39:26,4:39:26
40318,00999,1:22:36,1:12:15,0:46:23,0:42:37,4:39:36,4:39:36
40983,01000,1:28:57,1:11:54,0:40:21,0:41:54,4:39:51,4:39:51
41190,01001,1:30:44,1:12:24,0:42:33,0:41:17,4:40:23,4:40:23
43138,01002,1:30:57,1:12:53,0:40:43,0:41:44,4:40:29,4:40:29
43095,01003,1:29:06,1:15:55,0:43:28,0:39:03,4:41:06,4:41:06
41210,01004,1:32:17,1:15:01,0:43:56,0:37:39,4:41:27,4:41:27
41105,01005,1:29:32,1:12:35,0:41:33,0:40:38,4:41:39,4:41:39
40851,01006,1:30:32,1:11:39,0:45:02,0:41:55,4:41:46,4:41:46
40102,01007,1:00:45,0:57:59,1:03:07,0:55:46,4:42:46,4:42:46
40565,01008,1:26:42,1:11:28,0:47:22,0:44:32,4:42:59,4:42:59
41062,01009,1:18:11,1:09:18,0:45:50,0:50:36,4:43:22,4:43:22
40388,01010,1:38:08,1:15:59,0:38:52,0:38:29,4:43:38,4:43:38
40410,01011,1:21:06,1:04:04,0:35:55,0:45:33,4:43:44,4:43:44
40286,01012,1:15:56,1:11:06,0:37:14,0:56:38,4:43:59,4:43:59
40768,01013,1:26:35,1:08:44,0:44:26,0:42:43,4:44:01,4:44:01
43101,01014,1:33:32,1:13:57,0:45:34,0:36:59,4:44:02,4:44:02
43134,01015,1:47:52,1:09:42,0:39:49,0:35:40,4:44:33,4:44:33
40715,01016,1:43:07,1:16:14,0:43:30,0:33:59,4:44:50,4:44:50
40691,01017,1:33:46,1:16:07,0:44:23,0:39:05,4:45:23,4:45:23
41037,01018,1:31:25,1:14:11,0:44:47,0:42:16,4:46:06,4:46:06
40680,01019,1:34:34,1:18:13,0:42:30,0:38:56,4:46:28,4:46:28
43189,01020,1:30:00,1:15:53,0:44:53,0:44:26,4:46:42,4:46:42
40925,01021,,,,,4:46:55,4:46:55
40966,01022,1:24:05,1:06:29,0:45:10,0:53:45,4:46:55,4:46:55
43190,01023,1:26:19,1:19:56,0:47:14,0:41:25,4:47:06,4:47:06
40819,01024,1:19:01,1:08:17,0:45:20,0:49:32,4:47:08,4:47:08
40684,01025,1:34:27,1:13:05,0:43:17,0:41:38,4:47:27,4:47:27
41109,01026,1:24:10,1:11:17,0:49:20,0:45:21,4:47:51,4:47:51
40638,01027,1:20:45,1:14:55,0:49:19,0:46:57,4:47:53,4:47:53
41143,01028,1:26:33,1:08:47,0:44:52,0:49:51,4:48:00,4:48:00
41029,01029,1:32:44,1:14:40,0:43:04,0:43:08,4:48:14,4:48:14
40727,01030,1:30:12,1:15:33,0:45:03,0:43:08,4:48:22,4:48:22
43150,01031,1:39:04,1:16:46,,1:21:59,4:48:22,4:48:22
40728,01032,1:30:11,1:15:33,0:45:02,0:43:08,4:48:23,4:48:23
43146,01033,1:39:04,1:16:47,0:43:36,0:38:23,4:48:24,4:48:24
43144,01034,1:39:05,1:16:48,0:43:35,0:38:23,4:48:30,4:48:30
40721,01035,1:28:09,1:14:03,0:44:46,0:41:13,4:48:33,4:48:33
40314,01036,1:13:07,1:09:23,0:45:22,0:55:28,4:48:46,4:48:46
43047,01037,1:30:45,1:15:40,0:45:23,0:44:14,4:49:04,4:49:04
40690,01038,1:35:58,1:17:23,0:43:09,0:40:48,4:49:33,4:49:33
41139,01039,1:42:58,1:27:50,,,4:49:36,4:49:36
40348,01040,1:42:59,1:27:50,0:25:30,0:40:48,4:49:39,4:49:39
41180,01041,1:26:10,1:07:25,0:46:06,0:49:29,4:49:42,4:49:42
40987,01042,1:34:01,1:16:24,0:44:25,0:40:52,4:50:03,4:50:03
40675,01043,1:31:56,1:15:31,0:42:57,0:40:33,4:50:12,4:50:12
40998,01044,1:35:22,1:18:15,0:43:19,0:39:07,4:50:18,4:50:18
43020,01045,1:36:18,1:19:10,0:44:29,0:38:24,4:50:23,4:50:23
40959,01046,1:36:20,1:19:08,0:44:31,0:38:24,4:50:23,4:50:23
43128,01047,,1:12:41,0:43:49,0:40:43,4:50:42,4:50:42
43136,01048,1:34:21,1:18:35,0:45:34,0:39:04,4:50:52,4:50:52
40943,01049,1:34:14,1:18:42,0:45:34,0:39:05,4:50:52,4:50:52
40725,01050,1:35:54,1:18:34,0:43:55,0:40:45,4:51:28,4:51:28
40551,01051,1:25:14,1:13:32,0:50:44,0:44:54,4:52:23,4:52:23
43156,01052,1:33:32,1:18:51,0:45:51,0:39:54,4:52:44,4:52:44
40609,01053,1:15:45,1:06:46,0:50:20,0:54:56,4:52:52,4:52:52
40678,01054,1:36:10,1:16:29,0:46:43,0:38:49,4:52:55,4:52:55
41163,01055,1:14:53,1:08:11,0:49:52,0:55:14,4:52:57,4:52:57
41045,01056,1:35:19,1:15:52,0:44:41,0:41:42,4:53:06,4:53:06
40950,01057,,2:46:26,0:48:15,0:43:05,4:53:16,4:53:16
40776,01058,1:41:07,1:18:14,0:44:54,0:38:57,4:53:21,4:53:21
40762,01059,1:35:38,1:14:47,0:46:15,0:41:09,4:53:36,4:53:36
40512,01060,1:32:50,1:14:59,0:49:52,0:40:22,4:54:04,4:54:04
41126,01061,1:25:13,1:21:00,0:49:35,0:43:04,4:54:05,4:54:05
40480,01062,1:37:15,1:16:36,0:45:29,0:41:10,4:54:13,4:54:13
41074,01063,,,,,4:54:16,4:54:16
40246,01064,1:32:07,1:15:53,0:43:51,0:43:09,4:54:23,4:54:23
40297,01065,1:32:18,1:15:53,0:43:51,0:43:09,4:54:28,4:54:28
40854,01066,1:21:05,1:04:22,0:48:45,0:58:32,4:54:59,4:54:59
40841,01067,1:26:49,1:11:23,0:53:47,0:46:13,4:55:13,4:55:13
40078,01068,1:35:30,1:17:03,0:46:28,0:41:11,4:55:20,4:55:20
40689,01069,1:32:41,1:15:29,0:44:25,0:44:30,4:55:24,4:55:24
43165,01070,1:38:08,1:18:00,0:46:28,0:40:16,4:55:38,4:55:38
41056,01071,1:33:08,1:18:26,0:45:30,0:41:50,4:55:44,4:55:44
40660,01072,1:35:30,1:17:51,0:45:43,0:42:35,4:56:06,4:56:06
40766,01073,1:24:34,1:20:25,0:50:06,0:46:44,4:56:09,4:56:09
43148,01074,1:31:49,1:23:17,0:49:13,0:41:04,4:56:28,4:56:28
40404,01075,,2:59:24,0:45:17,0:39:20,4:56:28,4:56:28
43062,01076,1:31:52,1:15:24,0:46:56,0:46:28,4:56:34,4:56:34
40281,01077,1:35:51,1:19:07,0:44:30,0:41:27,4:56:40,4:56:40
40862,01078,1:38:21,1:22:45,0:42:50,0:40:24,4:56:47,4:56:47
40232,01079,1:44:52,,,,4:56:59,4:56:59
43060,01080,,3:00:25,0:45:04,0:39:25,4:57:42,4:57:42
41136,01081,1:28:58,1:14:05,0:49:14,0:48:36,4:57:43,4:57:43
43088,01082,1:43:11,1:17:51,0:43:07,0:40:25,4:57:53,4:57:53
41200,01083,1:43:11,1:19:52,0:45:46,0:37:12,4:57:53,4:57:53
40277,01084,1:39:39,1:18:35,0:47:33,0:38:55,4:57:53,4:57:53
40769,01085,1:26:20,1:08:38,0:42:09,1:00:48,4:57:54,4:57:54
40487,01086,1:13:40,1:13:38,0:56:37,0:53:50,4:58:00,4:58:00
40855,01087,1:30:02,1:19:23,0:53:33,0:40:21,4:58:05,4:58:05
40753,01088,1:33:56,1:17:52,0:44:42,0:43:29,4:58:45,4:58:45
40960,01089,1:31:10,1:18:57,0:53:22,0:42:12,4:58:50,4:58:50
41054,01090,1:40:41,1:17:57,0:46:21,0:40:16,4:58:57,4:58:57
41026,01091,1:35:55,1:14:30,0:46:00,0:46:00,4:59:00,4:59:00
41080,01092,1:35:38,1:17:54,0:48:12,0:43:50,4:59:04,4:59:04
40914,01093,1:29:49,1:12:10,0:41:03,0:51:39,4:59:07,4:59:07
43166,01094,1:34:08,1:20:27,0:47:35,0:43:49,4:59:16,4:59:16
43170,01095,1:32:08,1:19:14,0:50:29,0:44:07,4:59:27,4:59:27
41051,01096,1:26:10,1:17:54,0:50:44,0:45:43,4:59:59,4:59:59
40698,01097,1:12:32,1:17:57,1:02:37,0:48:16,5:00:16,5:00:16
40801,01098,1:32:00,1:14:24,0:43:35,0:54:50,5:01:46,5:01:46
41071,01099,1:25:09,1:14:11,0:55:55,0:48:28,5:01:47,5:01:47
41138,01100,1:40:31,1:19:17,0:45:16,0:41:54,5:02:13,5:02:13
40944,01101,,2:47:24,1:04:01,,5:03:05,5:03:05
40485,01102,1:33:03,1:17:27,0:50:11,0:44:00,5:03:13,5:03:13
40494,01103,1:34:26,1:16:50,0:45:09,0:48:55,5:03:36,5:03:36
41010,01104,1:29:18,1:18:36,0:52:38,0:46:32,5:04:07,5:04:07
41149,01105,1:22:40,1:05:05,0:38:30,1:05:32,5:05:09,5:05:09
41231,01106,,2:24:10,0:46:36,1:01:09,5:05:11,5:05:11
40992,01107,1:33:03,1:21:07,0:51:03,0:46:48,5:05:30,5:05:30
40467,01108,1:22:34,1:25:57,0:56:06,0:49:10,5:05:34,5:05:34
40112,01109,1:38:53,1:17:58,0:47:22,0:45:04,5:06:17,5:06:17
40495,01110,1:30:41,1:13:18,0:45:47,0:56:42,5:06:41,5:06:41
40639,01111,1:30:45,1:13:17,0:45:47,0:56:42,5:06:42,5:06:42
41083,01112,1:35:04,1:19:29,0:47:34,0:44:48,5:06:44,5:06:44
40807,01113,1:22:40,1:22:29,0:46:19,0:54:32,5:07:15,5:07:15
41087,01114,1:42:45,1:21:51,0:46:57,0:41:52,5:08:00,5:08:00
40853,01115,1:41:29,1:18:09,0:44:56,0:44:51,5:08:13,5:08:13
40662,01116,1:36:08,1:24:38,0:50:42,0:39:37,5:08:25,5:08:25
40714,01117,1:30:11,1:17:35,0:50:27,0:47:41,5:09:31,5:09:31
40193,01118,1:21:02,1:07:39,1:03:09,0:56:12,5:09:45,5:09:45
40597,01119,1:39:10,1:18:57,0:46:57,0:46:17,5:09:55,5:09:55
40452,01120,1:35:52,1:19:37,0:58:41,,5:09:56,5:09:56
40770,01121,1:39:13,1:18:57,0:56:02,0:40:39,5:09:56,5:09:56
41040,01122,1:39:13,1:18:57,0:56:02,0:40:39,5:09:57,5:09:57
40311,01123,1:42:39,1:24:36,0:49:44,0:40:19,5:10:08,5:10:08
41162,01124,1:32:05,1:16:15,0:54:11,0:43:48,5:10:12,5:10:12
43181,01125,1:32:06,1:16:14,0:54:02,0:43:58,5:10:12,5:10:12
40240,01126,1:29:30,1:17:56,0:59:48,0:49:42,5:10:25,5:10:25
40272,01127,1:33:55,1:21:15,0:51:49,0:47:07,5:10:26,5:10:26
40935,01128,1:39:33,1:22:29,0:49:12,0:45:15,5:10:55,5:10:55
41052,01129,1:36:43,1:17:40,0:46:59,0:47:42,5:11:24,5:11:24
40994,01130,1:26:33,1:15:38,0:51:38,0:52:48,5:13:23,5:13:23
41030,01131,1:38:52,1:19:13,0:48:00,0:48:31,5:13:37,5:13:37
43126,01132,1:27:58,1:20:31,0:53:59,0:50:57,5:13:47,5:13:47
40924,01133,1:42:42,1:22:48,0:47:53,0:43:19,5:14:11,5:14:11
40773,01134,1:27:18,1:13:13,0:52:01,0:56:31,5:14:51,5:14:51
40651,01135,1:29:07,1:33:43,0:49:45,0:45:22,5:15:03,5:15:03
41151,01136,1:29:53,1:15:54,0:45:11,0:48:21,5:15:18,5:15:18
40569,01137,1:38:15,1:15:17,0:43:59,0:48:56,5:15:21,5:15:21
43119,01138,1:32:40,1:15:05,0:43:19,0:53:14,5:15:49,5:15:49
40845,01139,1:46:43,1:25:09,0:47:04,0:41:46,5:16:19,5:16:19
41050,01140,1:42:18,1:20:09,0:46:09,0:45:56,5:16:22,5:16:22
41001,01141,1:27:47,1:18:32,1:00:03,0:49:09,5:16:29,5:16:29
40823,01142,1:42:56,1:22:33,0:48:06,0:44:00,5:16:35,5:16:35
41038,01143,1:38:54,1:18:15,0:47:34,0:49:34,5:16:57,5:16:57
41156,01144,1:45:59,1:22:20,0:48:57,0:41:06,5:17:15,5:17:15
40939,01145,1:48:36,1:24:26,0:48:49,0:41:06,5:17:27,5:17:27
40235,01146,1:30:50,1:12:54,0:59:39,0:54:11,5:19:04,5:19:04
40946,01147,1:43:30,1:26:52,0:47:30,0:44:34,5:19:39,5:19:39
40387,01148,1:32:04,1:16:15,0:54:05,0:52:06,5:20:32,5:20:32
41097,01149,1:32:08,1:16:14,0:54:22,0:51:50,5:20:34,5:20:34
40723,01150,1:40:54,1:26:58,0:49:35,0:44:31,5:20:40,5:20:40
40777,01151,,1:26:40,0:47:52,0:40:20,5:22:29,5:22:29
41127,01152,1:35:15,1:20:18,0:52:56,0:51:25,5:22:57,5:22:57
40782,01153,1:33:12,1:17:07,0:48:59,0:50:42,5:23:53,5:23:53
40964,01154,1:30:54,1:16:59,0:55:54,0:53:41,5:24:40,5:24:40
40868,01155,1:40:45,1:20:15,0:48:33,0:52:31,5:25:31,5:25:31
40522,01156,1:26:58,1:27:45,0:56:26,0:54:34,5:27:05,5:27:05
40988,01157,1:27:01,1:24:14,1:00:45,0:53:56,5:27:14,5:27:14
43091,01158,1:43:05,1:24:24,0:50:00,0:47:06,5:27:24,5:27:24
43185,01159,1:39:45,1:24:32,0:50:57,0:48:43,5:27:30,5:27:30
40118,01160,1:35:43,1:19:49,0:52:56,0:51:27,5:28:00,5:28:00
43113,01161,2:01:07,1:44:20,0:42:30,0:34:30,5:28:10,5:28:10
41033,01162,1:35:33,1:20:57,1:01:14,0:51:45,5:28:23,5:28:23
40990,01163,2:00:14,1:40:30,0:44:42,0:36:18,5:28:38,5:28:38
40884,01164,1:41:45,1:20:44,0:45:35,0:55:58,5:28:43,5:28:43
40927,01165,1:45:12,1:24:56,0:55:42,0:48:03,5:28:52,5:28:52
40919,01166,1:40:10,1:21:01,0:48:25,0:54:44,5:30:23,5:30:23
43163,01167,1:38:24,1:24:03,1:01:22,0:53:13,5:30:40,5:30:40
41090,01168,1:31:08,1:19:46,1:04:12,0:55:39,5:30:51,5:30:51
41078,01169,1:27:10,1:16:48,0:56:06,1:02:57,5:31:22,5:31:22
40931,01170,1:36:16,1:35:06,0:57:00,0:49:29,5:31:28,5:31:28
40335,01171,1:32:56,1:29:49,1:00:54,0:54:10,5:31:47,5:31:47
43184,01172,1:20:01,1:36:59,1:01:11,0:51:51,5:32:16,5:32:16
40779,01173,1:41:53,1:26:31,0:53:26,0:48:25,5:32:22,5:32:22
43175,01174,1:35:39,1:19:40,0:59:08,0:54:57,5:32:51,5:32:51
43116,01175,1:39:59,1:27:25,0:54:51,0:51:04,5:34:23,5:34:23
40123,01176,1:35:15,1:20:17,0:59:39,0:55:35,5:34:51,5:34:51
41068,01177,1:50:26,1:53:44,1:03:21,,5:40:18,5:40:18
41059,01178,1:49:11,1:28:28,0:55:39,0:48:58,5:40:28,5:40:28
40901,01179,1:32:51,1:15:13,1:19:13,0:54:44,5:41:01,5:41:01
40504,01180,1:27:01,1:24:16,1:00:44,0:53:55,5:41:36,5:41:36
41063,01181,1:41:19,1:23:46,0:50:34,0:53:20,5:41:38,5:41:38
40995,01182,1:38:32,1:18:33,0:53:57,0:52:58,5:41:43,5:41:43
43159,01183,1:44:08,1:28:01,1:02:24,0:48:55,5:43:36,5:43:36
40568,01184,1:27:40,1:15:20,1:00:14,1:01:07,5:45:04,5:45:04
40713,01185,1:35:39,1:18:34,0:49:03,1:01:06,5:45:04,5:45:04
40894,01186,1:45:53,1:27:08,0:53:51,0:53:33,5:45:46,5:45:46
40783,01187,1:54:34,1:28:23,0:57:37,0:48:57,5:48:22,5:48:22
40879,01188,1:53:58,1:29:06,0:57:32,0:48:55,5:49:10,5:49:10
43078,01189,1:40:14,1:22:10,0:57:26,0:56:57,5:49:35,5:49:35
43107,01190,1:38:33,1:26:21,0:52:43,1:00:02,5:51:27,5:51:27
41077,01191,1:38:34,1:26:22,0:52:43,1:00:02,5:51:27,5:51:27
40975,01192,,1:32:10,0:50:39,0:53:01,5:52:45,5:52:45
41023,01193,1:19:26,1:03:33,1:26:21,1:15:31,5:54:22,5:54:22
40742,01194,1:40:40,1:21:20,0:54:48,0:58:55,5:54:47,5:54:47
41208,01195,1:55:15,1:31:55,0:51:45,0:51:29,5:55:03,5:55:03
40900,01196,1:52:55,1:37:08,0:55:01,0:50:53,5:56:10,5:56:10
43171,01197,1:53:38,1:37:08,0:55:01,0:50:56,5:56:20,5:56:20
40523,01198,1:47:47,1:27:35,0:56:17,0:55:34,5:56:52,5:56:52
40073,01199,1:43:25,1:32:14,1:01:49,0:53:31,5:57:47,5:57:47
40981,01200,1:37:40,1:32:25,0:58:11,1:01:55,5:58:39,5:58:39
43152,01201,1:37:41,1:32:25,0:58:12,1:01:54,5:58:40,5:58:40
40616,01202,1:56:56,1:29:15,0:57:50,0:51:00,5:59:27,5:59:27
41017,01203,1:45:59,1:37:47,1:04:43,0:54:30,6:00:17,6:00:17
41073,01204,1:39:10,1:41:48,1:00:15,0:54:45,6:01:31,6:01:31
40798,01205,1:43:33,1:34:36,0:56:32,0:58:18,6:01:51,6:01:51
40483,01206,1:24:26,1:37:03,1:09:39,1:01:52,6:02:00,6:02:00
41061,01207,1:43:38,1:27:05,1:03:04,1:00:42,6:02:56,6:02:56
40631,01208,1:53:29,1:37:17,0:54:46,0:51:31,6:03:08,6:03:08
41031,01209,1:43:35,1:34:21,0:57:17,0:58:06,6:03:11,6:03:11
40895,01210,1:24:48,1:23:33,1:19:29,1:02:45,6:04:29,6:04:29
41003,01211,1:46:19,1:27:09,1:03:56,0:57:16,6:05:05,6:05:05
40080,01212,1:43:06,1:31:30,1:02:38,0:57:18,6:05:12,6:05:12
43083,01213,1:35:15,1:35:09,1:22:23,0:56:15,6:10:44,6:10:44
40337,01214,1:26:18,1:30:53,1:32:56,0:58:37,6:16:27,6:16:27
43135,01215,2:01:07,1:43:23,1:00:45,0:48:46,6:18:58,6:18:58
41060,01216,1:56:19,1:43:05,0:57:58,0:52:32,6:21:16,6:21:16
41006,01217,1:51:39,1:41:10,1:03:35,0:53:56,6:21:45,6:21:45
41036,01218,2:05:18,1:47:24,0:56:41,0:48:08,6:21:49,6:21:49
40093,01219,1:38:04,1:36:57,1:16:27,1:02:04,6:21:53,6:21:53
41007,01220,1:51:39,1:40:58,1:02:41,0:54:44,6:22:05,6:22:05
41035,01221,1:46:12,1:40:26,1:05:42,1:00:29,6:23:45,6:23:45
41032,01222,1:58:05,1:51:52,1:02:41,0:58:42,6:26:47,6:26:47
41067,01223,1:45:42,1:52:06,1:07:31,0:58:02,6:26:53,6:26:53
40933,01224,1:46:18,1:43:23,1:09:57,1:11:40,6:31:37,6:31:37
41153,01225,1:53:54,2:16:17,1:18:22,,6:33:20,6:33:20
40955,01226,1:56:41,1:52:56,0:52:05,1:06:01,6:36:00,6:36:00
41086,01227,1:55:52,2:01:59,1:00:16,0:55:31,6:37:41,6:37:41
43172,01228,2:00:51,1:46:14,1:05:40,0:58:00,6:37:48,6:37:48
41085,01229,2:03:26,1:55:38,1:02:56,1:04:39,6:43:30,6:43:30
40574,01230,,,,,DNF,
41154,01231,,,,,DNF,
40354,01232,,,,,DNF,
40184,01233,,,,,DNF,
40787,01234,1:09:13,0:57:05,,1:05:21,DNF,
43199,01235,,,,,DNF,
43092,01236,,,,0:45:09,DNF,
41066,01237,,,,0:46:04,DNF,
41145,01238,,,1:37:27,0:39:41,DNF,
43201,01239,,,,,DNF,
40530,01240,,,,,DNF,
41227,01241,,,,,DNF,
40839,01242,,,,,DNF,
41212,01243,,,,,DNF,
41124,01244,,,,,DNF,
40323,01245,1:20:31,1:03:34,0:40:55,0:54:27,DNF,
40187,01246,,,,0:40:03,DNF,
43004,01247,,,,,DNF,
40982,01248,,,,,DNF,
41221,01249,,,,,DNF,
41123,01250,,,1:40:41,0:36:26,DNF,
40808,01251,,,,,DNF,
40687,01252,,,,,DNF,
41179,01253,,,,,DNF,
40270,01254,1:10:48,0:56:30,,,DNF,
40765,01255,,,,,DNF,
41012,01256,1:36:06,1:37:45,,,DNF,
41004,01257,,,,,DNF,
40190,01258,,,,,DNF,
40661,01259,,,,,DNF,
41160,01260,,,,0:30:59,DNF,
40720,01261,,,,0:40:30,DNF,
40006,01262,,,,,DNF,
41106,01263,,,,,DNF,
40971,01264,,,,,DNF,
41174,01265,,,,,DNF,
40991,01266,,,,,DNF,
40346,01267,1:24:43,1:58:32,,,DNF,
41213,01268,,,,,DNF,
41065,01269,,,,,DNF,
43071,01270,,,,,DNF,
41203,01271,,,,,DNF,
40089,01272,,,,0:34:52,DNF,
41039,01273,,,,,DNF,
41016,01274,,,,,DNF,
40390,01275,,,,,DNF,
40558,01276,,,,,DNF,
40110,01277,,,,,DNF,
40755,01278,,,,,DNF,
40961,01279,,,,,DNF,
40169,01280,,,,,DNF,
40676,01281,,,,,DNF,
43125,01282,,,,,DNF,
40572,01283,,,,0:38:38,DNF,
40358,01284,,,,,DNF,
41219,01285,,,,,DNF,
40921,01286,,,,,DNF,
41046,01287,,,,0:50:05,DNF,
40347,01288,,,,,DNF,
40636,01289,,,,,DNF,
41002,01290,,,,,DNF,
40632,01291,,,,,DNF,
40986,01292,,,,,DNF,
40877,01293,,,,,DNF,
41217,01294,,,,,DNF,
41178,01295,,,,,DNF,
41228,01296,,,,,DNF,
40490,01297,,,,,DNF,
40382,01298,,,,0:39:56,DNF,
40150,01299,,,,,DNF,
43057,01300,,,,,DNF,
41229,01301,,,,,DNF,
41223,01302,,,,,DNF,
40922,01303,,,,,DNF,
43158,01304,,,,,DNF,
40788,01305,,,,,DNF,
40526,01306,,,,,DNF,
41188,01307,,,,,DNF,
40792,01308,,,,,DNF,
43104,01309,,,,,DNF,
41187,01310,,,,,DNF,
43154,01311,,,,0:40:59,DNF,
40878,01312,,,,,DNF,
40582,01313,,,,,DNF,
41214,01314,,,,,DNF,
40408,01315,,,,0:40:31,DNF,
40372,01316,,,,0:31:54,DNF,
43161,01317,2:05:45,1:57:55,1:08:14,0:54:44,DNF,
43053,01318,,,,,DNF,
40143,01319,,,,,DNF,
41129,01320,,,,,DNF,
40104,01321,,,,,DNF,
41218,01322,,,,,DNF,
40668,01323,,,,,DNF,
40972,01324,,,,0:36:53,DNF,
40748,01325,,,,,DNF,
43079,01326,,,,,DNF,
41195,01327,,,,,DNF,
43202,01328,,,,,DNF,
43141,01329,,,,,DNF,
40510,01330,1:19:22,1:06:22,0:46:50,,DNF,
40447,01331,,,,,DNF,
40997,01332,,,,,DNF,
43198,01333,,,,,DNF,
43056,01334,,,,,DNF,
40722,01335,,,,0:40:31,DNF,
40717,01336,,,,,DNF,
43040,01337,2:03:27,1:55:56,1:10:14,,DNF,
40679,01338,,,,,DNF,
40271,01339,,,1:47:45,0:45:36,DNF,
43160,01340,,,,,DNF,
41159,01341,,,,,DNF,
40596,01342,1:23:03,,,,DNF,
43176,01343,,,,,DNF,
43068,01344,,,,,DNF,
40344,01345,,,,0:37:27,DNF,
41202,01346,,,,,DNF,
41222,01347,,,,,DNF,
40828,01348,,,,,DNF,
40912,01349,,,,,DNF,
40446,01350,,,,0:34:51,DNF,
40980,01351,,,,,DNF,
41069,01352,1:35:26,1:37:23,,,DNF,
41216,01353,,,,,DNF,
43055,01354,,,,,DNF,
41064,01355,,,,,DNF,
40930,01356,,,,,DNF,
40111,01357,,,,,DNF,
40103,01358,1:11:20,1:05:08,,,DNF,
40248,01359,,,,,DNF,
41133,01360,,,,,DNF,
40948,01361,1:56:02,1:48:10,1:13:35,1:00:48,DNF,
41193,01362,,,,,DNF,
43200,01363,,,,,DNF,
43130,01364,,,,0:37:08,DNF,
40303,01365,,,,,DNF,
41194,01366,,,,0:34:11,DNF,
40685,01367,1:23:10,1:08:18,,1:27:54,DNF,
41158,01368,,,,,DNF,
41146,01369,,,1:37:28,0:37:46,DNF,
40458,01370,,,,,DNF,
40586,01371,,,,,DNF,
40409,01372,,,,,DNF,
41084,01373,,,,,DNF,
40476,01374,,,,,DNF,
40775,01375,,,,,DNF,
41144,01376,,,,,DNF,
43127,01377,1:51:57,1:43:05,1:04:09,1:04:30,DNF,
41147,01378,,,1:38:06,0:34:18,DNF,
40593,01379,,,,,DNF,
40726,01380,,,,,DNF,
41013,01381,,,,,DNF,
40262,01382,,,,,DNF,
40474,01383,1:16:50,,,,DNF,
41226,01384,,,,,DNF,
40099,01385,1:16:27,1:00:39,0:35:45,,DNF,
40411,01386,,,,,DNF,
41225,01387,,,,,DNF,
40537,01388,,,,,DNF,
40701,01389,,,,,DNF,
43162,01390,2:05:46,2:00:44,1:22:27,,DNF,
41111,01391,,,,,DNF,
41102,01392,,,,0:32:41,DNF,
40461,01393,,,,,DNF,
43063,01394,1:06:26,0:53:33,0:29:51,0:26:17,DNF,
40887,01395,,,,,DNF,
40805,01396,,,,,DNF,
41201,01397,,,,,DNF,
41209,01398,,,,,DNF,
40872,01399,,,,,DNF,
